tail,state_a,state_b,n_a,n_b,n_intersection,n_union,jaccard
bottom,Illinois,Utah,9,8,0,17,0.0
bottom,Illinois,Vermont,9,6,0,15,0.0
bottom,Illinois,Virginia,9,9,0,18,0.0
bottom,Illinois,Washington,9,9,0,18,0.0
bottom,Illinois,West Virginia,9,6,0,15,0.0
bottom,Illinois,Wisconsin,9,9,1,17,0.058823529411764705
bottom,Illinois,Wyoming,9,5,2,12,0.16666666666666666
bottom,Indiana,Iowa,9,8,1,16,0.0625
bottom,Indiana,Kansas,9,8,1,16,0.0625
bottom,Indiana,Kentucky,9,8,0,17,0.0
bottom,Indiana,Louisiana,9,8,0,17,0.0
bottom,Indiana,Maine,9,6,0,15,0.0
bottom,Indiana,Maryland,9,8,0,17,0.0
bottom,Indiana,Massachusetts,9,8,0,17,0.0
bottom,Indiana,Michigan,9,9,0,18,0.0
bottom,Indiana,Minnesota,9,9,0,18,0.0
bottom,Indiana,Mississippi,9,7,0,16,0.0
bottom,Indiana,Missouri,9,9,0,18,0.0
bottom,Indiana,Montana,9,6,0,15,0.0
bottom,Indiana,Nebraska,9,7,0,16,0.0
bottom,Indiana,Nevada,9,7,0,16,0.0
bottom,Indiana,New Hampshire,9,7,0,16,0.0
bottom,Indiana,New Jersey,9,9,0,18,0.0
bottom,Indiana,New Mexico,9,7,0,16,0.0
bottom,Indiana,New York,9,9,1,17,0.058823529411764705
bottom,Indiana,North Carolina,9,9,0,18,0.0
bottom,Indiana,North Dakota,9,6,0,15,0.0
bottom,Indiana,Ohio,9,9,0,18,0.0
bottom,Indiana,Oklahoma,9,8,0,17,0.0
bottom,Indiana,Oregon,9,8,0,17,0.0
bottom,Indiana,Pennsylvania,9,9,0,18,0.0
bottom,Indiana,Rhode Island,9,6,1,14,0.07142857142857142
bottom,Indiana,South Carolina,9,9,0,18,0.0
bottom,Indiana,South Dakota,9,6,0,15,0.0
bottom,Indiana,Tennessee,9,9,0,18,0.0
bottom,Indiana,Texas,9,10,0,19,0.0
bottom,Indiana,Utah,9,8,0,17,0.0
bottom,Indiana,Vermont,9,6,0,15,0.0
bottom,Indiana,Virginia,9,9,0,18,0.0
bottom,Indiana,Washington,9,9,0,18,0.0
bottom,Indiana,West Virginia,9,6,2,13,0.15384615384615385
bottom,Indiana,Wisconsin,9,9,1,17,0.058823529411764705
bottom,Indiana,Wyoming,9,5,0,14,0.0
bottom,Iowa,Kansas,8,8,0,16,0.0
bottom,Iowa,Kentucky,8,8,0,16,0.0
bottom,Iowa,Louisiana,8,8,0,16,0.0
bottom,Iowa,Maine,8,6,1,13,0.07692307692307693
bottom,Iowa,Maryland,8,8,0,16,0.0
bottom,Iowa,Massachusetts,8,8,1,15,0.06666666666666667
bottom,Iowa,Michigan,8,9,0,17,0.0
bottom,Iowa,Minnesota,8,9,0,17,0.0
bottom,Iowa,Mississippi,8,7,0,15,0.0
bottom,Iowa,Missouri,8,9,0,17,0.0
bottom,Iowa,Montana,8,6,0,14,0.0
bottom,Iowa,Nebraska,8,7,0,15,0.0
bottom,Iowa,Nevada,8,7,0,15,0.0
bottom,Iowa,New Hampshire,8,7,0,15,0.0
bottom,Iowa,New Jersey,8,9,0,17,0.0
bottom,Iowa,New Mexico,8,7,0,15,0.0
bottom,Iowa,New York,8,9,0,17,0.0
bottom,Iowa,North Carolina,8,9,0,17,0.0
bottom,Iowa,North Dakota,8,6,0,14,0.0
bottom,Iowa,Ohio,8,9,0,17,0.0
bottom,Iowa,Oklahoma,8,8,0,16,0.0
bottom,Iowa,Oregon,8,8,0,16,0.0
bottom,Iowa,Pennsylvania,8,9,0,17,0.0
bottom,Iowa,Rhode Island,8,6,0,14,0.0
bottom,Iowa,South Carolina,8,9,1,16,0.0625
bottom,Iowa,South Dakota,8,6,0,14,0.0
bottom,Iowa,Tennessee,8,9,0,17,0.0
bottom,Iowa,Texas,8,10,1,17,0.058823529411764705
bottom,Iowa,Utah,8,8,0,16,0.0
bottom,Iowa,Vermont,8,6,1,13,0.07692307692307693
bottom,Iowa,Virginia,8,9,0,17,0.0
bottom,Iowa,Washington,8,9,0,17,0.0
bottom,Iowa,West Virginia,8,6,0,14,0.0
bottom,Iowa,Wisconsin,8,9,0,17,0.0
bottom,Iowa,Wyoming,8,5,0,13,0.0
bottom,Kansas,Kentucky,8,8,0,16,0.0
bottom,Kansas,Louisiana,8,8,0,16,0.0
bottom,Kansas,Maine,8,6,0,14,0.0
bottom,Kansas,Maryland,8,8,0,16,0.0
bottom,Kansas,Massachusetts,8,8,0,16,0.0
bottom,Kansas,Michigan,8,9,0,17,0.0
bottom,Kansas,Minnesota,8,9,0,17,0.0
bottom,Kansas,Mississippi,8,7,0,15,0.0
bottom,Kansas,Missouri,8,9,1,16,0.0625
bottom,Kansas,Montana,8,6,0,14,0.0
bottom,Kansas,Nebraska,8,7,1,14,0.07142857142857142
bottom,Kansas,Nevada,8,7,0,15,0.0
bottom,Kansas,New Hampshire,8,7,0,15,0.0
bottom,Kansas,New Jersey,8,9,0,17,0.0
bottom,Kansas,New Mexico,8,7,0,15,0.0
bottom,Kansas,New York,8,9,0,17,0.0
bottom,Kansas,North Carolina,8,9,0,17,0.0
bottom,Kansas,North Dakota,8,6,0,14,0.0
bottom,Kansas,Ohio,8,9,1,16,0.0625
bottom,Kansas,Oklahoma,8,8,1,15,0.06666666666666667
bottom,Kansas,Oregon,8,8,0,16,0.0
bottom,Kansas,Pennsylvania,8,9,0,17,0.0
bottom,Kansas,Rhode Island,8,6,0,14,0.0
bottom,Kansas,South Carolina,8,9,0,17,0.0
bottom,Kansas,South Dakota,8,6,0,14,0.0
bottom,Kansas,Tennessee,8,9,1,16,0.0625
bottom,Kansas,Texas,8,10,1,17,0.058823529411764705
bottom,Kansas,Utah,8,8,1,15,0.06666666666666667
bottom,Kansas,Vermont,8,6,0,14,0.0
bottom,Kansas,Virginia,8,9,1,16,0.0625
bottom,Kansas,Washington,8,9,0,17,0.0
bottom,Kansas,West Virginia,8,6,0,14,0.0
bottom,Kansas,Wisconsin,8,9,1,16,0.0625
bottom,Kansas,Wyoming,8,5,0,13,0.0
bottom,Kentucky,Louisiana,8,8,0,16,0.0
bottom,Kentucky,Maine,8,6,1,13,0.07692307692307693
bottom,Kentucky,Maryland,8,8,0,16,0.0
bottom,Kentucky,Massachusetts,8,8,0,16,0.0
bottom,Kentucky,Michigan,8,9,0,17,0.0
bottom,Kentucky,Minnesota,8,9,0,17,0.0
bottom,Kentucky,Mississippi,8,7,1,14,0.07142857142857142
bottom,Kentucky,Missouri,8,9,0,17,0.0
bottom,Kentucky,Montana,8,6,0,14,0.0
bottom,Kentucky,Nebraska,8,7,0,15,0.0
bottom,Kentucky,Nevada,8,7,0,15,0.0
bottom,Kentucky,New Hampshire,8,7,0,15,0.0
bottom,Kentucky,New Jersey,8,9,0,17,0.0
bottom,Kentucky,New Mexico,8,7,0,15,0.0
bottom,Kentucky,New York,8,9,0,17,0.0
bottom,Kentucky,North Carolina,8,9,0,17,0.0
bottom,Kentucky,North Dakota,8,6,0,14,0.0
bottom,Kentucky,Ohio,8,9,0,17,0.0
bottom,Kentucky,Oklahoma,8,8,0,16,0.0
bottom,Kentucky,Oregon,8,8,1,15,0.06666666666666667
bottom,Kentucky,Pennsylvania,8,9,0,17,0.0
bottom,Kentucky,Rhode Island,8,6,0,14,0.0
bottom,Kentucky,South Carolina,8,9,0,17,0.0
bottom,Kentucky,South Dakota,8,6,0,14,0.0
bottom,Kentucky,Tennessee,8,9,1,16,0.0625
bottom,Kentucky,Texas,8,10,0,18,0.0
bottom,Kentucky,Utah,8,8,0,16,0.0
bottom,Kentucky,Vermont,8,6,0,14,0.0
bottom,Kentucky,Virginia,8,9,2,15,0.13333333333333333
bottom,Kentucky,Washington,8,9,0,17,0.0
bottom,Kentucky,West Virginia,8,6,0,14,0.0
bottom,Kentucky,Wisconsin,8,9,0,17,0.0
bottom,Kentucky,Wyoming,8,5,0,13,0.0
bottom,Louisiana,Maine,8,6,0,14,0.0
bottom,Louisiana,Maryland,8,8,0,16,0.0
bottom,Louisiana,Massachusetts,8,8,0,16,0.0
bottom,Louisiana,Michigan,8,9,0,17,0.0
bottom,Louisiana,Minnesota,8,9,1,16,0.0625
bottom,Louisiana,Mississippi,8,7,0,15,0.0
bottom,Louisiana,Missouri,8,9,0,17,0.0
bottom,Louisiana,Montana,8,6,0,14,0.0
bottom,Louisiana,Nebraska,8,7,0,15,0.0
bottom,Louisiana,Nevada,8,7,0,15,0.0
bottom,Louisiana,New Hampshire,8,7,0,15,0.0
bottom,Louisiana,New Jersey,8,9,1,16,0.0625
bottom,Louisiana,New Mexico,8,7,0,15,0.0
bottom,Louisiana,New York,8,9,0,17,0.0
bottom,Louisiana,North Carolina,8,9,0,17,0.0
bottom,Louisiana,North Dakota,8,6,0,14,0.0
bottom,Louisiana,Ohio,8,9,0,17,0.0
bottom,Louisiana,Oklahoma,8,8,0,16,0.0
bottom,Louisiana,Oregon,8,8,1,15,0.06666666666666667
bottom,Louisiana,Pennsylvania,8,9,0,17,0.0
bottom,Louisiana,Rhode Island,8,6,0,14,0.0
bottom,Louisiana,South Carolina,8,9,0,17,0.0
bottom,Louisiana,South Dakota,8,6,0,14,0.0
bottom,Louisiana,Tennessee,8,9,0,17,0.0
bottom,Louisiana,Texas,8,10,0,18,0.0
bottom,Louisiana,Utah,8,8,0,16,0.0
bottom,Louisiana,Vermont,8,6,0,14,0.0
bottom,Louisiana,Virginia,8,9,0,17,0.0
bottom,Louisiana,Washington,8,9,0,17,0.0
bottom,Louisiana,West Virginia,8,6,0,14,0.0
bottom,Louisiana,Wisconsin,8,9,0,17,0.0
bottom,Louisiana,Wyoming,8,5,0,13,0.0
bottom,Maine,Maryland,6,8,1,13,0.07692307692307693
bottom,Maine,Massachusetts,6,8,1,13,0.07692307692307693
bottom,Maine,Michigan,6,9,1,14,0.07142857142857142
bottom,Maine,Minnesota,6,9,0,15,0.0
bottom,Maine,Mississippi,6,7,1,12,0.08333333333333333
bottom,Maine,Missouri,6,9,1,14,0.07142857142857142
bottom,Maine,Montana,6,6,0,12,0.0
bottom,Maine,Nebraska,6,7,0,13,0.0
bottom,Maine,Nevada,6,7,0,13,0.0
bottom,Maine,New Hampshire,6,7,0,13,0.0
bottom,Maine,New Jersey,6,9,0,15,0.0
bottom,Maine,New Mexico,6,7,0,13,0.0
bottom,Maine,New York,6,9,1,14,0.07142857142857142
bottom,Maine,North Carolina,6,9,1,14,0.07142857142857142
bottom,Maine,North Dakota,6,6,0,12,0.0
bottom,Maine,Ohio,6,9,0,15,0.0
bottom,Maine,Oklahoma,6,8,0,14,0.0
bottom,Maine,Oregon,6,8,1,13,0.07692307692307693
bottom,Maine,Pennsylvania,6,9,0,15,0.0
bottom,Maine,Rhode Island,6,6,0,12,0.0
bottom,Maine,South Carolina,6,9,1,14,0.07142857142857142
bottom,Maine,South Dakota,6,6,0,12,0.0
bottom,Maine,Tennessee,6,9,0,15,0.0
bottom,Maine,Texas,6,10,0,16,0.0
bottom,Maine,Utah,6,8,0,14,0.0
bottom,Maine,Vermont,6,6,0,12,0.0
bottom,Maine,Virginia,6,9,0,15,0.0
bottom,Maine,Washington,6,9,0,15,0.0
bottom,Maine,West Virginia,6,6,0,12,0.0
bottom,Maine,Wisconsin,6,9,0,15,0.0
bottom,Maine,Wyoming,6,5,0,11,0.0
bottom,Maryland,Massachusetts,8,8,0,16,0.0
bottom,Maryland,Michigan,8,9,0,17,0.0
bottom,Maryland,Minnesota,8,9,0,17,0.0
bottom,Maryland,Mississippi,8,7,0,15,0.0
bottom,Maryland,Missouri,8,9,0,17,0.0
bottom,Maryland,Montana,8,6,0,14,0.0
bottom,Maryland,Nebraska,8,7,0,15,0.0
bottom,Maryland,Nevada,8,7,0,15,0.0
bottom,Maryland,New Hampshire,8,7,1,14,0.07142857142857142
bottom,Maryland,New Jersey,8,9,0,17,0.0
bottom,Maryland,New Mexico,8,7,0,15,0.0
bottom,Maryland,New York,8,9,1,16,0.0625
bottom,Maryland,North Carolina,8,9,0,17,0.0
bottom,Maryland,North Dakota,8,6,0,14,0.0
bottom,Maryland,Ohio,8,9,0,17,0.0
bottom,Maryland,Oklahoma,8,8,0,16,0.0
bottom,Maryland,Oregon,8,8,0,16,0.0
bottom,Maryland,Pennsylvania,8,9,0,17,0.0
bottom,Maryland,Rhode Island,8,6,0,14,0.0
bottom,Maryland,South Carolina,8,9,0,17,0.0
bottom,Maryland,South Dakota,8,6,0,14,0.0
bottom,Maryland,Tennessee,8,9,0,17,0.0
bottom,Maryland,Texas,8,10,0,18,0.0
bottom,Maryland,Utah,8,8,0,16,0.0
bottom,Maryland,Vermont,8,6,0,14,0.0
bottom,Maryland,Virginia,8,9,0,17,0.0
bottom,Maryland,Washington,8,9,0,17,0.0
bottom,Maryland,West Virginia,8,6,0,14,0.0
bottom,Maryland,Wisconsin,8,9,0,17,0.0
bottom,Maryland,Wyoming,8,5,0,13,0.0
bottom,Massachusetts,Michigan,8,9,1,16,0.0625
bottom,Massachusetts,Minnesota,8,9,0,17,0.0
bottom,Massachusetts,Mississippi,8,7,1,14,0.07142857142857142
bottom,Massachusetts,Missouri,8,9,0,17,0.0
bottom,Massachusetts,Montana,8,6,0,14,0.0
bottom,Massachusetts,Nebraska,8,7,0,15,0.0
bottom,Massachusetts,Nevada,8,7,0,15,0.0
bottom,Massachusetts,New Hampshire,8,7,0,15,0.0
bottom,Massachusetts,New Jersey,8,9,0,17,0.0
bottom,Massachusetts,New Mexico,8,7,0,15,0.0
bottom,Massachusetts,New York,8,9,0,17,0.0
bottom,Massachusetts,North Carolina,8,9,0,17,0.0
bottom,Massachusetts,North Dakota,8,6,1,13,0.07692307692307693
bottom,Massachusetts,Ohio,8,9,0,17,0.0
bottom,Massachusetts,Oklahoma,8,8,1,15,0.06666666666666667
bottom,Massachusetts,Oregon,8,8,0,16,0.0
bottom,Massachusetts,Pennsylvania,8,9,0,17,0.0
bottom,Massachusetts,Rhode Island,8,6,1,13,0.07692307692307693
bottom,Massachusetts,South Carolina,8,9,0,17,0.0
bottom,Massachusetts,South Dakota,8,6,0,14,0.0
bottom,Massachusetts,Tennessee,8,9,0,17,0.0
bottom,Massachusetts,Texas,8,10,0,18,0.0
bottom,Massachusetts,Utah,8,8,0,16,0.0
bottom,Massachusetts,Vermont,8,6,0,14,0.0
bottom,Massachusetts,Virginia,8,9,0,17,0.0
bottom,Massachusetts,Washington,8,9,0,17,0.0
bottom,Massachusetts,West Virginia,8,6,0,14,0.0
bottom,Massachusetts,Wisconsin,8,9,1,16,0.0625
bottom,Massachusetts,Wyoming,8,5,0,13,0.0
bottom,Michigan,Minnesota,9,9,0,18,0.0
bottom,Michigan,Mississippi,9,7,0,16,0.0
bottom,Michigan,Missouri,9,9,1,17,0.058823529411764705
bottom,Michigan,Montana,9,6,0,15,0.0
bottom,Michigan,Nebraska,9,7,0,16,0.0
bottom,Michigan,Nevada,9,7,0,16,0.0
bottom,Michigan,New Hampshire,9,7,0,16,0.0
bottom,Michigan,New Jersey,9,9,0,18,0.0
bottom,Michigan,New Mexico,9,7,0,16,0.0
bottom,Michigan,New York,9,9,2,16,0.125
bottom,Michigan,North Carolina,9,9,0,18,0.0
bottom,Michigan,North Dakota,9,6,1,14,0.07142857142857142
bottom,Michigan,Ohio,9,9,0,18,0.0
bottom,Michigan,Oklahoma,9,8,0,17,0.0
bottom,Michigan,Oregon,9,8,0,17,0.0
bottom,Michigan,Pennsylvania,9,9,0,18,0.0
bottom,Michigan,Rhode Island,9,6,1,14,0.07142857142857142
bottom,Michigan,South Carolina,9,9,0,18,0.0
bottom,Michigan,South Dakota,9,6,0,15,0.0
bottom,Michigan,Tennessee,9,9,0,18,0.0
bottom,Michigan,Texas,9,10,0,19,0.0
bottom,Michigan,Utah,9,8,1,16,0.0625
bottom,Michigan,Vermont,9,6,0,15,0.0
bottom,Michigan,Virginia,9,9,0,18,0.0
bottom,Michigan,Washington,9,9,1,17,0.058823529411764705
bottom,Michigan,West Virginia,9,6,0,15,0.0
bottom,Michigan,Wisconsin,9,9,1,17,0.058823529411764705
bottom,Michigan,Wyoming,9,5,0,14,0.0
bottom,Minnesota,Mississippi,9,7,1,15,0.06666666666666667
bottom,Minnesota,Missouri,9,9,0,18,0.0
bottom,Minnesota,Montana,9,6,0,15,0.0
bottom,Minnesota,Nebraska,9,7,0,16,0.0
bottom,Minnesota,Nevada,9,7,1,15,0.06666666666666667
bottom,Minnesota,New Hampshire,9,7,1,15,0.06666666666666667
bottom,Minnesota,New Jersey,9,9,0,18,0.0
bottom,Minnesota,New Mexico,9,7,1,15,0.06666666666666667
bottom,Minnesota,New York,9,9,0,18,0.0
bottom,Minnesota,North Carolina,9,9,0,18,0.0
bottom,Minnesota,North Dakota,9,6,0,15,0.0
bottom,Minnesota,Ohio,9,9,0,18,0.0
bottom,Minnesota,Oklahoma,9,8,0,17,0.0
bottom,Minnesota,Oregon,9,8,1,16,0.0625
bottom,Minnesota,Pennsylvania,9,9,1,17,0.058823529411764705
bottom,Minnesota,Rhode Island,9,6,0,15,0.0
bottom,Minnesota,South Carolina,9,9,0,18,0.0
bottom,Minnesota,South Dakota,9,6,0,15,0.0
bottom,Minnesota,Tennessee,9,9,0,18,0.0
bottom,Minnesota,Texas,9,10,2,17,0.11764705882352941
bottom,Minnesota,Utah,9,8,0,17,0.0
bottom,Minnesota,Vermont,9,6,0,15,0.0
bottom,Minnesota,Virginia,9,9,1,17,0.058823529411764705
bottom,Minnesota,Washington,9,9,0,18,0.0
bottom,Minnesota,West Virginia,9,6,0,15,0.0
bottom,Minnesota,Wisconsin,9,9,1,17,0.058823529411764705
bottom,Minnesota,Wyoming,9,5,0,14,0.0
bottom,Mississippi,Missouri,7,9,0,16,0.0
bottom,Mississippi,Montana,7,6,0,13,0.0
bottom,Mississippi,Nebraska,7,7,0,14,0.0
bottom,Mississippi,Nevada,7,7,0,14,0.0
bottom,Mississippi,New Hampshire,7,7,0,14,0.0
bottom,Mississippi,New Jersey,7,9,0,16,0.0
bottom,Mississippi,New Mexico,7,7,0,14,0.0
bottom,Mississippi,New York,7,9,0,16,0.0
bottom,Mississippi,North Carolina,7,9,0,16,0.0
bottom,Mississippi,North Dakota,7,6,0,13,0.0
bottom,Mississippi,Ohio,7,9,0,16,0.0
bottom,Mississippi,Oklahoma,7,8,2,13,0.15384615384615385
bottom,Mississippi,Oregon,7,8,0,15,0.0
bottom,Mississippi,Pennsylvania,7,9,0,16,0.0
bottom,Mississippi,Rhode Island,7,6,2,11,0.18181818181818182
bottom,Mississippi,South Carolina,7,9,0,16,0.0
bottom,Mississippi,South Dakota,7,6,0,13,0.0
bottom,Mississippi,Tennessee,7,9,0,16,0.0
bottom,Mississippi,Texas,7,10,0,17,0.0
bottom,Mississippi,Utah,7,8,0,15,0.0
bottom,Mississippi,Vermont,7,6,0,13,0.0
bottom,Mississippi,Virginia,7,9,0,16,0.0
bottom,Mississippi,Washington,7,9,0,16,0.0
bottom,Mississippi,West Virginia,7,6,1,12,0.08333333333333333
bottom,Mississippi,Wisconsin,7,9,0,16,0.0
bottom,Mississippi,Wyoming,7,5,0,12,0.0
bottom,Missouri,Montana,9,6,0,15,0.0
bottom,Missouri,Nebraska,9,7,1,15,0.06666666666666667
bottom,Missouri,Nevada,9,7,1,15,0.06666666666666667
bottom,Missouri,New Hampshire,9,7,0,16,0.0
bottom,Missouri,New Jersey,9,9,0,18,0.0
bottom,Missouri,New Mexico,9,7,0,16,0.0
bottom,Missouri,New York,9,9,0,18,0.0
bottom,Missouri,North Carolina,9,9,1,17,0.058823529411764705
bottom,Missouri,North Dakota,9,6,0,15,0.0
bottom,Missouri,Ohio,9,9,0,18,0.0
bottom,Missouri,Oklahoma,9,8,1,16,0.0625
bottom,Missouri,Oregon,9,8,2,15,0.13333333333333333
bottom,Missouri,Pennsylvania,9,9,1,17,0.058823529411764705
bottom,Missouri,Rhode Island,9,6,0,15,0.0
bottom,Missouri,South Carolina,9,9,1,17,0.058823529411764705
bottom,Missouri,South Dakota,9,6,0,15,0.0
bottom,Missouri,Tennessee,9,9,1,17,0.058823529411764705
bottom,Missouri,Texas,9,10,0,19,0.0
bottom,Missouri,Utah,9,8,0,17,0.0
bottom,Missouri,Vermont,9,6,1,14,0.07142857142857142
bottom,Missouri,Virginia,9,9,0,18,0.0
bottom,Missouri,Washington,9,9,0,18,0.0
bottom,Missouri,West Virginia,9,6,0,15,0.0
bottom,Missouri,Wisconsin,9,9,1,17,0.058823529411764705
bottom,Missouri,Wyoming,9,5,0,14,0.0
bottom,Montana,Nebraska,6,7,0,13,0.0
bottom,Montana,Nevada,6,7,0,13,0.0
bottom,Montana,New Hampshire,6,7,1,12,0.08333333333333333
bottom,Montana,New Jersey,6,9,0,15,0.0
bottom,Montana,New Mexico,6,7,0,13,0.0
bottom,Montana,New York,6,9,0,15,0.0
bottom,Montana,North Carolina,6,9,0,15,0.0
bottom,Montana,North Dakota,6,6,0,12,0.0
bottom,Montana,Ohio,6,9,1,14,0.07142857142857142
bottom,Montana,Oklahoma,6,8,1,13,0.07692307692307693
bottom,Montana,Oregon,6,8,0,14,0.0
bottom,Montana,Pennsylvania,6,9,0,15,0.0
bottom,Montana,Rhode Island,6,6,0,12,0.0
bottom,Montana,South Carolina,6,9,0,15,0.0
bottom,Montana,South Dakota,6,6,1,11,0.09090909090909091
bottom,Montana,Tennessee,6,9,1,14,0.07142857142857142
bottom,Montana,Texas,6,10,0,16,0.0
bottom,Montana,Utah,6,8,0,14,0.0
bottom,Montana,Vermont,6,6,0,12,0.0
bottom,Montana,Virginia,6,9,0,15,0.0
bottom,Montana,Washington,6,9,0,15,0.0
bottom,Montana,West Virginia,6,6,0,12,0.0
bottom,Montana,Wisconsin,6,9,0,15,0.0
bottom,Montana,Wyoming,6,5,0,11,0.0
bottom,Nebraska,Nevada,7,7,0,14,0.0
bottom,Nebraska,New Hampshire,7,7,0,14,0.0
bottom,Nebraska,New Jersey,7,9,0,16,0.0
bottom,Nebraska,New Mexico,7,7,0,14,0.0
bottom,Nebraska,New York,7,9,0,16,0.0
bottom,Nebraska,North Carolina,7,9,0,16,0.0
bottom,Nebraska,North Dakota,7,6,0,13,0.0
bottom,Nebraska,Ohio,7,9,0,16,0.0
bottom,Nebraska,Oklahoma,7,8,0,15,0.0
bottom,Nebraska,Oregon,7,8,1,14,0.07142857142857142
bottom,Nebraska,Pennsylvania,7,9,0,16,0.0
bottom,Nebraska,Rhode Island,7,6,0,13,0.0
bottom,Nebraska,South Carolina,7,9,0,16,0.0
bottom,Nebraska,South Dakota,7,6,0,13,0.0
bottom,Nebraska,Tennessee,7,9,1,15,0.06666666666666667
bottom,Nebraska,Texas,7,10,0,17,0.0
bottom,Nebraska,Utah,7,8,0,15,0.0
bottom,Nebraska,Vermont,7,6,0,13,0.0
bottom,Nebraska,Virginia,7,9,1,15,0.06666666666666667
bottom,Nebraska,Washington,7,9,0,16,0.0
bottom,Nebraska,West Virginia,7,6,0,13,0.0
bottom,Nebraska,Wisconsin,7,9,0,16,0.0
bottom,Nebraska,Wyoming,7,5,0,12,0.0
bottom,Nevada,New Hampshire,7,7,0,14,0.0
bottom,Nevada,New Jersey,7,9,0,16,0.0
bottom,Nevada,New Mexico,7,7,0,14,0.0
bottom,Nevada,New York,7,9,0,16,0.0
bottom,Nevada,North Carolina,7,9,0,16,0.0
bottom,Nevada,North Dakota,7,6,0,13,0.0
bottom,Nevada,Ohio,7,9,0,16,0.0
bottom,Nevada,Oklahoma,7,8,1,14,0.07142857142857142
bottom,Nevada,Oregon,7,8,0,15,0.0
bottom,Nevada,Pennsylvania,7,9,0,16,0.0
bottom,Nevada,Rhode Island,7,6,0,13,0.0
bottom,Nevada,South Carolina,7,9,0,16,0.0
bottom,Nevada,South Dakota,7,6,0,13,0.0
bottom,Nevada,Tennessee,7,9,1,15,0.06666666666666667
bottom,Nevada,Texas,7,10,0,17,0.0
bottom,Nevada,Utah,7,8,0,15,0.0
bottom,Nevada,Vermont,7,6,1,12,0.08333333333333333
bottom,Nevada,Virginia,7,9,0,16,0.0
bottom,Nevada,Washington,7,9,0,16,0.0
bottom,Nevada,West Virginia,7,6,0,13,0.0
bottom,Nevada,Wisconsin,7,9,1,15,0.06666666666666667
bottom,Nevada,Wyoming,7,5,0,12,0.0
bottom,New Hampshire,New Jersey,7,9,0,16,0.0
bottom,New Hampshire,New Mexico,7,7,0,14,0.0
bottom,New Hampshire,New York,7,9,0,16,0.0
bottom,New Hampshire,North Carolina,7,9,0,16,0.0
bottom,New Hampshire,North Dakota,7,6,0,13,0.0
bottom,New Hampshire,Ohio,7,9,1,15,0.06666666666666667
bottom,New Hampshire,Oklahoma,7,8,0,15,0.0
bottom,New Hampshire,Oregon,7,8,0,15,0.0
bottom,New Hampshire,Pennsylvania,7,9,0,16,0.0
bottom,New Hampshire,Rhode Island,7,6,0,13,0.0
bottom,New Hampshire,South Carolina,7,9,0,16,0.0
bottom,New Hampshire,South Dakota,7,6,1,12,0.08333333333333333
bottom,New Hampshire,Tennessee,7,9,0,16,0.0
bottom,New Hampshire,Texas,7,10,1,16,0.0625
bottom,New Hampshire,Utah,7,8,0,15,0.0
bottom,New Hampshire,Vermont,7,6,0,13,0.0
bottom,New Hampshire,Virginia,7,9,0,16,0.0
bottom,New Hampshire,Washington,7,9,1,15,0.06666666666666667
bottom,New Hampshire,West Virginia,7,6,0,13,0.0
bottom,New Hampshire,Wisconsin,7,9,0,16,0.0
bottom,New Hampshire,Wyoming,7,5,0,12,0.0
bottom,New Jersey,New Mexico,9,7,0,16,0.0
bottom,New Jersey,New York,9,9,0,18,0.0
bottom,New Jersey,North Carolina,9,9,0,18,0.0
bottom,New Jersey,North Dakota,9,6,0,15,0.0
bottom,New Jersey,Ohio,9,9,0,18,0.0
bottom,New Jersey,Oklahoma,9,8,0,17,0.0
bottom,New Jersey,Oregon,9,8,0,17,0.0
bottom,New Jersey,Pennsylvania,9,9,0,18,0.0
bottom,New Jersey,Rhode Island,9,6,1,14,0.07142857142857142
bottom,New Jersey,South Carolina,9,9,0,18,0.0
bottom,New Jersey,South Dakota,9,6,1,14,0.07142857142857142
bottom,New Jersey,Tennessee,9,9,0,18,0.0
bottom,New Jersey,Texas,9,10,0,19,0.0
bottom,New Jersey,Utah,9,8,0,17,0.0
bottom,New Jersey,Vermont,9,6,0,15,0.0
bottom,New Jersey,Virginia,9,9,2,16,0.125
bottom,New Jersey,Washington,9,9,0,18,0.0
bottom,New Jersey,West Virginia,9,6,0,15,0.0
bottom,New Jersey,Wisconsin,9,9,0,18,0.0
bottom,New Jersey,Wyoming,9,5,1,13,0.07692307692307693
bottom,New Mexico,New York,7,9,0,16,0.0
bottom,New Mexico,North Carolina,7,9,1,15,0.06666666666666667
bottom,New Mexico,North Dakota,7,6,0,13,0.0
bottom,New Mexico,Ohio,7,9,0,16,0.0
bottom,New Mexico,Oklahoma,7,8,0,15,0.0
bottom,New Mexico,Oregon,7,8,0,15,0.0
bottom,New Mexico,Pennsylvania,7,9,0,16,0.0
bottom,New Mexico,Rhode Island,7,6,0,13,0.0
bottom,New Mexico,South Carolina,7,9,1,15,0.06666666666666667
bottom,New Mexico,South Dakota,7,6,0,13,0.0
bottom,New Mexico,Tennessee,7,9,1,15,0.06666666666666667
bottom,New Mexico,Texas,7,10,0,17,0.0
bottom,New Mexico,Utah,7,8,0,15,0.0
bottom,New Mexico,Vermont,7,6,0,13,0.0
bottom,New Mexico,Virginia,7,9,1,15,0.06666666666666667
bottom,New Mexico,Washington,7,9,0,16,0.0
bottom,New Mexico,West Virginia,7,6,0,13,0.0
bottom,New Mexico,Wisconsin,7,9,0,16,0.0
