tail,state_a,state_b,n_a,n_b,n_intersection,n_union,jaccard
bottom,Alaska,Oklahoma,5,8,1,12,0.08333333333333333
bottom,Alaska,Oregon,5,8,0,13,0.0
bottom,Alaska,Pennsylvania,5,9,0,14,0.0
bottom,Alaska,Rhode Island,5,6,0,11,0.0
bottom,Alaska,South Carolina,5,9,0,14,0.0
bottom,Alaska,South Dakota,5,6,0,11,0.0
bottom,Alaska,Tennessee,5,9,0,14,0.0
bottom,Alaska,Texas,5,10,1,14,0.07142857142857142
bottom,Alaska,Utah,5,8,0,13,0.0
bottom,Alaska,Vermont,5,6,0,11,0.0
bottom,Alaska,Virginia,5,9,0,14,0.0
bottom,Alaska,Washington,5,9,0,14,0.0
bottom,Alaska,West Virginia,5,6,1,10,0.1
bottom,Alaska,Wisconsin,5,9,0,14,0.0
bottom,Alaska,Wyoming,5,5,0,10,0.0
bottom,Arizona,Arkansas,9,8,0,17,0.0
bottom,Arizona,California,9,10,0,19,0.0
bottom,Arizona,Colorado,9,8,0,17,0.0
bottom,Arizona,Connecticut,9,8,0,17,0.0
bottom,Arizona,DC,9,4,0,13,0.0
bottom,Arizona,Delaware,9,5,0,14,0.0
bottom,Arizona,Florida,9,10,0,19,0.0
bottom,Arizona,Georgia,9,9,1,17,0.058823529411764705
bottom,Arizona,Hawaii,9,6,0,15,0.0
bottom,Arizona,Idaho,9,7,0,16,0.0
bottom,Arizona,Illinois,9,9,0,18,0.0
bottom,Arizona,Indiana,9,9,1,17,0.058823529411764705
bottom,Arizona,Iowa,9,8,0,17,0.0
bottom,Arizona,Kansas,9,8,0,17,0.0
bottom,Arizona,Kentucky,9,8,0,17,0.0
bottom,Arizona,Louisiana,9,8,0,17,0.0
bottom,Arizona,Maine,9,6,0,15,0.0
bottom,Arizona,Maryland,9,8,0,17,0.0
bottom,Arizona,Massachusetts,9,8,0,17,0.0
bottom,Arizona,Michigan,9,9,0,18,0.0
bottom,Arizona,Minnesota,9,9,0,18,0.0
bottom,Arizona,Mississippi,9,7,0,16,0.0
bottom,Arizona,Missouri,9,9,0,18,0.0
bottom,Arizona,Montana,9,6,0,15,0.0
bottom,Arizona,Nebraska,9,7,1,15,0.06666666666666667
bottom,Arizona,Nevada,9,7,0,16,0.0
bottom,Arizona,New Hampshire,9,7,0,16,0.0
bottom,Arizona,New Jersey,9,9,0,18,0.0
bottom,Arizona,New Mexico,9,7,0,16,0.0
bottom,Arizona,New York,9,9,0,18,0.0
bottom,Arizona,North Carolina,9,9,0,18,0.0
bottom,Arizona,North Dakota,9,6,0,15,0.0
bottom,Arizona,Ohio,9,9,0,18,0.0
bottom,Arizona,Oklahoma,9,8,0,17,0.0
bottom,Arizona,Oregon,9,8,0,17,0.0
bottom,Arizona,Pennsylvania,9,9,0,18,0.0
bottom,Arizona,Rhode Island,9,6,0,15,0.0
bottom,Arizona,South Carolina,9,9,1,17,0.058823529411764705
bottom,Arizona,South Dakota,9,6,0,15,0.0
bottom,Arizona,Tennessee,9,9,0,18,0.0
bottom,Arizona,Texas,9,10,0,19,0.0
bottom,Arizona,Utah,9,8,0,17,0.0
bottom,Arizona,Vermont,9,6,0,15,0.0
bottom,Arizona,Virginia,9,9,0,18,0.0
bottom,Arizona,Washington,9,9,0,18,0.0
bottom,Arizona,West Virginia,9,6,0,15,0.0
bottom,Arizona,Wisconsin,9,9,1,17,0.058823529411764705
bottom,Arizona,Wyoming,9,5,0,14,0.0
bottom,Arkansas,California,8,10,0,18,0.0
bottom,Arkansas,Colorado,8,8,0,16,0.0
bottom,Arkansas,Connecticut,8,8,0,16,0.0
bottom,Arkansas,DC,8,4,0,12,0.0
bottom,Arkansas,Delaware,8,5,0,13,0.0
bottom,Arkansas,Florida,8,10,0,18,0.0
bottom,Arkansas,Georgia,8,9,0,17,0.0
bottom,Arkansas,Hawaii,8,6,0,14,0.0
bottom,Arkansas,Idaho,8,7,1,14,0.07142857142857142
bottom,Arkansas,Illinois,8,9,0,17,0.0
bottom,Arkansas,Indiana,8,9,0,17,0.0
bottom,Arkansas,Iowa,8,8,0,16,0.0
bottom,Arkansas,Kansas,8,8,0,16,0.0
bottom,Arkansas,Kentucky,8,8,0,16,0.0
bottom,Arkansas,Louisiana,8,8,0,16,0.0
bottom,Arkansas,Maine,8,6,0,14,0.0
bottom,Arkansas,Maryland,8,8,0,16,0.0
bottom,Arkansas,Massachusetts,8,8,2,14,0.14285714285714285
bottom,Arkansas,Michigan,8,9,0,17,0.0
bottom,Arkansas,Minnesota,8,9,0,17,0.0
bottom,Arkansas,Mississippi,8,7,2,13,0.15384615384615385
bottom,Arkansas,Missouri,8,9,1,16,0.0625
bottom,Arkansas,Montana,8,6,0,14,0.0
bottom,Arkansas,Nebraska,8,7,0,15,0.0
bottom,Arkansas,Nevada,8,7,0,15,0.0
bottom,Arkansas,New Hampshire,8,7,0,15,0.0
bottom,Arkansas,New Jersey,8,9,0,17,0.0
bottom,Arkansas,New Mexico,8,7,0,15,0.0
bottom,Arkansas,New York,8,9,0,17,0.0
bottom,Arkansas,North Carolina,8,9,0,17,0.0
bottom,Arkansas,North Dakota,8,6,0,14,0.0
bottom,Arkansas,Ohio,8,9,0,17,0.0
bottom,Arkansas,Oklahoma,8,8,3,13,0.23076923076923078
bottom,Arkansas,Oregon,8,8,0,16,0.0
bottom,Arkansas,Pennsylvania,8,9,0,17,0.0
bottom,Arkansas,Rhode Island,8,6,1,13,0.07692307692307693
bottom,Arkansas,South Carolina,8,9,0,17,0.0
bottom,Arkansas,South Dakota,8,6,0,14,0.0
bottom,Arkansas,Tennessee,8,9,0,17,0.0
bottom,Arkansas,Texas,8,10,0,18,0.0
bottom,Arkansas,Utah,8,8,0,16,0.0
bottom,Arkansas,Vermont,8,6,0,14,0.0
bottom,Arkansas,Virginia,8,9,0,17,0.0
bottom,Arkansas,Washington,8,9,0,17,0.0
bottom,Arkansas,West Virginia,8,6,1,13,0.07692307692307693
bottom,Arkansas,Wisconsin,8,9,0,17,0.0
bottom,Arkansas,Wyoming,8,5,0,13,0.0
bottom,California,Colorado,10,8,0,18,0.0
bottom,California,Connecticut,10,8,0,18,0.0
bottom,California,DC,10,4,0,14,0.0
bottom,California,Delaware,10,5,0,15,0.0
bottom,California,Florida,10,10,0,20,0.0
bottom,California,Georgia,10,9,0,19,0.0
bottom,California,Hawaii,10,6,0,16,0.0
bottom,California,Idaho,10,7,1,16,0.0625
bottom,California,Illinois,10,9,0,19,0.0
bottom,California,Indiana,10,9,0,19,0.0
bottom,California,Iowa,10,8,0,18,0.0
bottom,California,Kansas,10,8,0,18,0.0
bottom,California,Kentucky,10,8,0,18,0.0
bottom,California,Louisiana,10,8,0,18,0.0
bottom,California,Maine,10,6,1,15,0.06666666666666667
bottom,California,Maryland,10,8,0,18,0.0
bottom,California,Massachusetts,10,8,0,18,0.0
bottom,California,Michigan,10,9,0,19,0.0
bottom,California,Minnesota,10,9,0,19,0.0
bottom,California,Mississippi,10,7,0,17,0.0
bottom,California,Missouri,10,9,1,18,0.05555555555555555
bottom,California,Montana,10,6,1,15,0.06666666666666667
bottom,California,Nebraska,10,7,0,17,0.0
bottom,California,Nevada,10,7,0,17,0.0
bottom,California,New Hampshire,10,7,0,17,0.0
bottom,California,New Jersey,10,9,0,19,0.0
bottom,California,New Mexico,10,7,0,17,0.0
bottom,California,New York,10,9,0,19,0.0
bottom,California,North Carolina,10,9,1,18,0.05555555555555555
bottom,California,North Dakota,10,6,0,16,0.0
bottom,California,Ohio,10,9,0,19,0.0
bottom,California,Oklahoma,10,8,0,18,0.0
bottom,California,Oregon,10,8,1,17,0.058823529411764705
bottom,California,Pennsylvania,10,9,0,19,0.0
bottom,California,Rhode Island,10,6,0,16,0.0
bottom,California,South Carolina,10,9,1,18,0.05555555555555555
bottom,California,South Dakota,10,6,0,16,0.0
bottom,California,Tennessee,10,9,1,18,0.05555555555555555
bottom,California,Texas,10,10,0,20,0.0
bottom,California,Utah,10,8,0,18,0.0
bottom,California,Vermont,10,6,0,16,0.0
bottom,California,Virginia,10,9,0,19,0.0
bottom,California,Washington,10,9,0,19,0.0
bottom,California,West Virginia,10,6,0,16,0.0
bottom,California,Wisconsin,10,9,0,19,0.0
bottom,California,Wyoming,10,5,0,15,0.0
bottom,Colorado,Connecticut,8,8,0,16,0.0
bottom,Colorado,DC,8,4,0,12,0.0
bottom,Colorado,Delaware,8,5,0,13,0.0
bottom,Colorado,Florida,8,10,0,18,0.0
bottom,Colorado,Georgia,8,9,0,17,0.0
bottom,Colorado,Hawaii,8,6,0,14,0.0
bottom,Colorado,Idaho,8,7,0,15,0.0
bottom,Colorado,Illinois,8,9,0,17,0.0
bottom,Colorado,Indiana,8,9,0,17,0.0
bottom,Colorado,Iowa,8,8,0,16,0.0
bottom,Colorado,Kansas,8,8,0,16,0.0
bottom,Colorado,Kentucky,8,8,1,15,0.06666666666666667
bottom,Colorado,Louisiana,8,8,1,15,0.06666666666666667
bottom,Colorado,Maine,8,6,0,14,0.0
bottom,Colorado,Maryland,8,8,0,16,0.0
bottom,Colorado,Massachusetts,8,8,0,16,0.0
bottom,Colorado,Michigan,8,9,0,17,0.0
bottom,Colorado,Minnesota,8,9,0,17,0.0
bottom,Colorado,Mississippi,8,7,0,15,0.0
bottom,Colorado,Missouri,8,9,0,17,0.0
bottom,Colorado,Montana,8,6,0,14,0.0
bottom,Colorado,Nebraska,8,7,0,15,0.0
bottom,Colorado,Nevada,8,7,0,15,0.0
bottom,Colorado,New Hampshire,8,7,1,14,0.07142857142857142
bottom,Colorado,New Jersey,8,9,1,16,0.0625
bottom,Colorado,New Mexico,8,7,0,15,0.0
bottom,Colorado,New York,8,9,0,17,0.0
bottom,Colorado,North Carolina,8,9,0,17,0.0
bottom,Colorado,North Dakota,8,6,0,14,0.0
bottom,Colorado,Ohio,8,9,0,17,0.0
bottom,Colorado,Oklahoma,8,8,0,16,0.0
bottom,Colorado,Oregon,8,8,0,16,0.0
bottom,Colorado,Pennsylvania,8,9,0,17,0.0
bottom,Colorado,Rhode Island,8,6,0,14,0.0
bottom,Colorado,South Carolina,8,9,0,17,0.0
bottom,Colorado,South Dakota,8,6,0,14,0.0
bottom,Colorado,Tennessee,8,9,0,17,0.0
bottom,Colorado,Texas,8,10,0,18,0.0
bottom,Colorado,Utah,8,8,0,16,0.0
bottom,Colorado,Vermont,8,6,0,14,0.0
bottom,Colorado,Virginia,8,9,0,17,0.0
bottom,Colorado,Washington,8,9,0,17,0.0
bottom,Colorado,West Virginia,8,6,0,14,0.0
bottom,Colorado,Wisconsin,8,9,0,17,0.0
bottom,Colorado,Wyoming,8,5,0,13,0.0
bottom,Connecticut,DC,8,4,0,12,0.0
bottom,Connecticut,Delaware,8,5,0,13,0.0
bottom,Connecticut,Florida,8,10,0,18,0.0
bottom,Connecticut,Georgia,8,9,0,17,0.0
bottom,Connecticut,Hawaii,8,6,0,14,0.0
bottom,Connecticut,Idaho,8,7,0,15,0.0
bottom,Connecticut,Illinois,8,9,0,17,0.0
bottom,Connecticut,Indiana,8,9,0,17,0.0
bottom,Connecticut,Iowa,8,8,0,16,0.0
bottom,Connecticut,Kansas,8,8,0,16,0.0
bottom,Connecticut,Kentucky,8,8,0,16,0.0
bottom,Connecticut,Louisiana,8,8,1,15,0.06666666666666667
bottom,Connecticut,Maine,8,6,0,14,0.0
bottom,Connecticut,Maryland,8,8,1,15,0.06666666666666667
bottom,Connecticut,Massachusetts,8,8,0,16,0.0
bottom,Connecticut,Michigan,8,9,1,16,0.0625
bottom,Connecticut,Minnesota,8,9,0,17,0.0
bottom,Connecticut,Mississippi,8,7,0,15,0.0
bottom,Connecticut,Missouri,8,9,0,17,0.0
bottom,Connecticut,Montana,8,6,0,14,0.0
bottom,Connecticut,Nebraska,8,7,0,15,0.0
bottom,Connecticut,Nevada,8,7,0,15,0.0
bottom,Connecticut,New Hampshire,8,7,1,14,0.07142857142857142
bottom,Connecticut,New Jersey,8,9,0,17,0.0
bottom,Connecticut,New Mexico,8,7,1,14,0.07142857142857142
bottom,Connecticut,New York,8,9,0,17,0.0
bottom,Connecticut,North Carolina,8,9,0,17,0.0
bottom,Connecticut,North Dakota,8,6,1,13,0.07692307692307693
bottom,Connecticut,Ohio,8,9,0,17,0.0
bottom,Connecticut,Oklahoma,8,8,0,16,0.0
bottom,Connecticut,Oregon,8,8,0,16,0.0
bottom,Connecticut,Pennsylvania,8,9,0,17,0.0
bottom,Connecticut,Rhode Island,8,6,0,14,0.0
bottom,Connecticut,South Carolina,8,9,1,16,0.0625
bottom,Connecticut,South Dakota,8,6,0,14,0.0
bottom,Connecticut,Tennessee,8,9,0,17,0.0
bottom,Connecticut,Texas,8,10,0,18,0.0
bottom,Connecticut,Utah,8,8,0,16,0.0
bottom,Connecticut,Vermont,8,6,0,14,0.0
bottom,Connecticut,Virginia,8,9,0,17,0.0
bottom,Connecticut,Washington,8,9,1,16,0.0625
bottom,Connecticut,West Virginia,8,6,1,13,0.07692307692307693
bottom,Connecticut,Wisconsin,8,9,0,17,0.0
bottom,Connecticut,Wyoming,8,5,0,13,0.0
bottom,DC,Delaware,4,5,0,9,0.0
bottom,DC,Florida,4,10,0,14,0.0
bottom,DC,Georgia,4,9,1,12,0.08333333333333333
bottom,DC,Hawaii,4,6,0,10,0.0
bottom,DC,Idaho,4,7,0,11,0.0
bottom,DC,Illinois,4,9,1,12,0.08333333333333333
bottom,DC,Indiana,4,9,0,13,0.0
bottom,DC,Iowa,4,8,0,12,0.0
bottom,DC,Kansas,4,8,0,12,0.0
bottom,DC,Kentucky,4,8,0,12,0.0
bottom,DC,Louisiana,4,8,1,11,0.09090909090909091
bottom,DC,Maine,4,6,0,10,0.0
bottom,DC,Maryland,4,8,0,12,0.0
bottom,DC,Massachusetts,4,8,0,12,0.0
bottom,DC,Michigan,4,9,0,13,0.0
bottom,DC,Minnesota,4,9,0,13,0.0
bottom,DC,Mississippi,4,7,1,10,0.1
bottom,DC,Missouri,4,9,0,13,0.0
bottom,DC,Montana,4,6,0,10,0.0
bottom,DC,Nebraska,4,7,0,11,0.0
bottom,DC,Nevada,4,7,0,11,0.0
bottom,DC,New Hampshire,4,7,0,11,0.0
bottom,DC,New Jersey,4,9,0,13,0.0
bottom,DC,New Mexico,4,7,0,11,0.0
bottom,DC,New York,4,9,0,13,0.0
bottom,DC,North Carolina,4,9,0,13,0.0
bottom,DC,North Dakota,4,6,0,10,0.0
bottom,DC,Ohio,4,9,0,13,0.0
bottom,DC,Oklahoma,4,8,0,12,0.0
bottom,DC,Oregon,4,8,0,12,0.0
bottom,DC,Pennsylvania,4,9,0,13,0.0
bottom,DC,Rhode Island,4,6,1,9,0.1111111111111111
bottom,DC,South Carolina,4,9,0,13,0.0
bottom,DC,South Dakota,4,6,0,10,0.0
bottom,DC,Tennessee,4,9,0,13,0.0
bottom,DC,Texas,4,10,0,14,0.0
bottom,DC,Utah,4,8,0,12,0.0
bottom,DC,Vermont,4,6,0,10,0.0
bottom,DC,Virginia,4,9,0,13,0.0
bottom,DC,Washington,4,9,0,13,0.0
bottom,DC,West Virginia,4,6,0,10,0.0
bottom,DC,Wisconsin,4,9,0,13,0.0
bottom,DC,Wyoming,4,5,0,9,0.0
bottom,Delaware,Florida,5,10,0,15,0.0
bottom,Delaware,Georgia,5,9,0,14,0.0
bottom,Delaware,Hawaii,5,6,0,11,0.0
bottom,Delaware,Idaho,5,7,0,12,0.0
bottom,Delaware,Illinois,5,9,0,14,0.0
bottom,Delaware,Indiana,5,9,0,14,0.0
bottom,Delaware,Iowa,5,8,0,13,0.0
bottom,Delaware,Kansas,5,8,0,13,0.0
bottom,Delaware,Kentucky,5,8,0,13,0.0
bottom,Delaware,Louisiana,5,8,0,13,0.0
bottom,Delaware,Maine,5,6,0,11,0.0
bottom,Delaware,Maryland,5,8,0,13,0.0
bottom,Delaware,Massachusetts,5,8,0,13,0.0
bottom,Delaware,Michigan,5,9,0,14,0.0
bottom,Delaware,Minnesota,5,9,0,14,0.0
bottom,Delaware,Mississippi,5,7,0,12,0.0
bottom,Delaware,Missouri,5,9,1,13,0.07692307692307693
bottom,Delaware,Montana,5,6,0,11,0.0
bottom,Delaware,Nebraska,5,7,0,12,0.0
bottom,Delaware,Nevada,5,7,1,11,0.09090909090909091
bottom,Delaware,New Hampshire,5,7,0,12,0.0
bottom,Delaware,New Jersey,5,9,0,14,0.0
bottom,Delaware,New Mexico,5,7,0,12,0.0
bottom,Delaware,New York,5,9,0,14,0.0
bottom,Delaware,North Carolina,5,9,0,14,0.0
bottom,Delaware,North Dakota,5,6,0,11,0.0
bottom,Delaware,Ohio,5,9,0,14,0.0
bottom,Delaware,Oklahoma,5,8,0,13,0.0
bottom,Delaware,Oregon,5,8,0,13,0.0
bottom,Delaware,Pennsylvania,5,9,0,14,0.0
bottom,Delaware,Rhode Island,5,6,0,11,0.0
bottom,Delaware,South Carolina,5,9,0,14,0.0
bottom,Delaware,South Dakota,5,6,0,11,0.0
bottom,Delaware,Tennessee,5,9,1,13,0.07692307692307693
bottom,Delaware,Texas,5,10,0,15,0.0
bottom,Delaware,Utah,5,8,0,13,0.0
bottom,Delaware,Vermont,5,6,1,10,0.1
bottom,Delaware,Virginia,5,9,0,14,0.0
bottom,Delaware,Washington,5,9,0,14,0.0
bottom,Delaware,West Virginia,5,6,0,11,0.0
bottom,Delaware,Wisconsin,5,9,0,14,0.0
bottom,Delaware,Wyoming,5,5,0,10,0.0
bottom,Florida,Georgia,10,9,0,19,0.0
bottom,Florida,Hawaii,10,6,0,16,0.0
bottom,Florida,Idaho,10,7,0,17,0.0
bottom,Florida,Illinois,10,9,1,18,0.05555555555555555
bottom,Florida,Indiana,10,9,1,18,0.05555555555555555
bottom,Florida,Iowa,10,8,0,18,0.0
bottom,Florida,Kansas,10,8,0,18,0.0
bottom,Florida,Kentucky,10,8,0,18,0.0
bottom,Florida,Louisiana,10,8,0,18,0.0
bottom,Florida,Maine,10,6,0,16,0.0
bottom,Florida,Maryland,10,8,0,18,0.0
bottom,Florida,Massachusetts,10,8,0,18,0.0
bottom,Florida,Michigan,10,9,0,19,0.0
bottom,Florida,Minnesota,10,9,1,18,0.05555555555555555
bottom,Florida,Mississippi,10,7,0,17,0.0
bottom,Florida,Missouri,10,9,0,19,0.0
bottom,Florida,Montana,10,6,0,16,0.0
bottom,Florida,Nebraska,10,7,0,17,0.0
bottom,Florida,Nevada,10,7,0,17,0.0
bottom,Florida,New Hampshire,10,7,1,16,0.0625
bottom,Florida,New Jersey,10,9,0,19,0.0
bottom,Florida,New Mexico,10,7,0,17,0.0
bottom,Florida,New York,10,9,1,18,0.05555555555555555
bottom,Florida,North Carolina,10,9,1,18,0.05555555555555555
bottom,Florida,North Dakota,10,6,0,16,0.0
bottom,Florida,Ohio,10,9,1,18,0.05555555555555555
bottom,Florida,Oklahoma,10,8,0,18,0.0
bottom,Florida,Oregon,10,8,0,18,0.0
bottom,Florida,Pennsylvania,10,9,0,19,0.0
bottom,Florida,Rhode Island,10,6,0,16,0.0
bottom,Florida,South Carolina,10,9,0,19,0.0
bottom,Florida,South Dakota,10,6,0,16,0.0
bottom,Florida,Tennessee,10,9,1,18,0.05555555555555555
bottom,Florida,Texas,10,10,1,19,0.05263157894736842
bottom,Florida,Utah,10,8,0,18,0.0
bottom,Florida,Vermont,10,6,1,15,0.06666666666666667
bottom,Florida,Virginia,10,9,0,19,0.0
bottom,Florida,Washington,10,9,0,19,0.0
bottom,Florida,West Virginia,10,6,1,15,0.06666666666666667
bottom,Florida,Wisconsin,10,9,1,18,0.05555555555555555
bottom,Florida,Wyoming,10,5,0,15,0.0
bottom,Georgia,Hawaii,9,6,0,15,0.0
bottom,Georgia,Idaho,9,7,0,16,0.0
bottom,Georgia,Illinois,9,9,0,18,0.0
bottom,Georgia,Indiana,9,9,0,18,0.0
bottom,Georgia,Iowa,9,8,0,17,0.0
bottom,Georgia,Kansas,9,8,0,17,0.0
bottom,Georgia,Kentucky,9,8,0,17,0.0
bottom,Georgia,Louisiana,9,8,1,16,0.0625
bottom,Georgia,Maine,9,6,0,15,0.0
bottom,Georgia,Maryland,9,8,0,17,0.0
bottom,Georgia,Massachusetts,9,8,0,17,0.0
bottom,Georgia,Michigan,9,9,0,18,0.0
bottom,Georgia,Minnesota,9,9,0,18,0.0
bottom,Georgia,Mississippi,9,7,0,16,0.0
bottom,Georgia,Missouri,9,9,0,18,0.0
bottom,Georgia,Montana,9,6,0,15,0.0
bottom,Georgia,Nebraska,9,7,1,15,0.06666666666666667
bottom,Georgia,Nevada,9,7,0,16,0.0
bottom,Georgia,New Hampshire,9,7,0,16,0.0
bottom,Georgia,New Jersey,9,9,1,17,0.058823529411764705
bottom,Georgia,New Mexico,9,7,0,16,0.0
bottom,Georgia,New York,9,9,0,18,0.0
bottom,Georgia,North Carolina,9,9,0,18,0.0
bottom,Georgia,North Dakota,9,6,0,15,0.0
bottom,Georgia,Ohio,9,9,0,18,0.0
bottom,Georgia,Oklahoma,9,8,0,17,0.0
bottom,Georgia,Oregon,9,8,0,17,0.0
bottom,Georgia,Pennsylvania,9,9,1,17,0.058823529411764705
bottom,Georgia,Rhode Island,9,6,0,15,0.0
bottom,Georgia,South Carolina,9,9,0,18,0.0
bottom,Georgia,South Dakota,9,6,0,15,0.0
bottom,Georgia,Tennessee,9,9,0,18,0.0
bottom,Georgia,Texas,9,10,0,19,0.0
bottom,Georgia,Utah,9,8,1,16,0.0625
bottom,Georgia,Vermont,9,6,0,15,0.0
bottom,Georgia,Virginia,9,9,1,17,0.058823529411764705
bottom,Georgia,Washington,9,9,0,18,0.0
bottom,Georgia,West Virginia,9,6,0,15,0.0
bottom,Georgia,Wisconsin,9,9,0,18,0.0
bottom,Georgia,Wyoming,9,5,0,14,0.0
bottom,Hawaii,Idaho,6,7,2,11,0.18181818181818182
bottom,Hawaii,Illinois,6,9,0,15,0.0
bottom,Hawaii,Indiana,6,9,0,15,0.0
bottom,Hawaii,Iowa,6,8,0,14,0.0
bottom,Hawaii,Kansas,6,8,0,14,0.0
bottom,Hawaii,Kentucky,6,8,1,13,0.07692307692307693
bottom,Hawaii,Louisiana,6,8,0,14,0.0
bottom,Hawaii,Maine,6,6,1,11,0.09090909090909091
bottom,Hawaii,Maryland,6,8,0,14,0.0
bottom,Hawaii,Massachusetts,6,8,0,14,0.0
bottom,Hawaii,Michigan,6,9,0,15,0.0
bottom,Hawaii,Minnesota,6,9,0,15,0.0
bottom,Hawaii,Mississippi,6,7,1,12,0.08333333333333333
bottom,Hawaii,Missouri,6,9,0,15,0.0
bottom,Hawaii,Montana,6,6,0,12,0.0
bottom,Hawaii,Nebraska,6,7,0,13,0.0
bottom,Hawaii,Nevada,6,7,0,13,0.0
bottom,Hawaii,New Hampshire,6,7,0,13,0.0
bottom,Hawaii,New Jersey,6,9,0,15,0.0
bottom,Hawaii,New Mexico,6,7,0,13,0.0
bottom,Hawaii,New York,6,9,0,15,0.0
bottom,Hawaii,North Carolina,6,9,0,15,0.0
bottom,Hawaii,North Dakota,6,6,1,11,0.09090909090909091
bottom,Hawaii,Ohio,6,9,1,14,0.07142857142857142
bottom,Hawaii,Oklahoma,6,8,0,14,0.0
bottom,Hawaii,Oregon,6,8,0,14,0.0
bottom,Hawaii,Pennsylvania,6,9,0,15,0.0
bottom,Hawaii,Rhode Island,6,6,0,12,0.0
bottom,Hawaii,South Carolina,6,9,1,14,0.07142857142857142
bottom,Hawaii,South Dakota,6,6,0,12,0.0
bottom,Hawaii,Tennessee,6,9,0,15,0.0
bottom,Hawaii,Texas,6,10,0,16,0.0
bottom,Hawaii,Utah,6,8,0,14,0.0
bottom,Hawaii,Vermont,6,6,0,12,0.0
bottom,Hawaii,Virginia,6,9,0,15,0.0
bottom,Hawaii,Washington,6,9,0,15,0.0
bottom,Hawaii,West Virginia,6,6,0,12,0.0
bottom,Hawaii,Wisconsin,6,9,0,15,0.0
bottom,Hawaii,Wyoming,6,5,0,11,0.0
bottom,Idaho,Illinois,7,9,0,16,0.0
bottom,Idaho,Indiana,7,9,0,16,0.0
bottom,Idaho,Iowa,7,8,0,15,0.0
bottom,Idaho,Kansas,7,8,0,15,0.0
bottom,Idaho,Kentucky,7,8,0,15,0.0
bottom,Idaho,Louisiana,7,8,0,15,0.0
bottom,Idaho,Maine,7,6,1,12,0.08333333333333333
bottom,Idaho,Maryland,7,8,0,15,0.0
bottom,Idaho,Massachusetts,7,8,0,15,0.0
bottom,Idaho,Michigan,7,9,0,16,0.0
bottom,Idaho,Minnesota,7,9,0,16,0.0
bottom,Idaho,Mississippi,7,7,1,13,0.07692307692307693
bottom,Idaho,Missouri,7,9,1,15,0.06666666666666667
bottom,Idaho,Montana,7,6,0,13,0.0
bottom,Idaho,Nebraska,7,7,0,14,0.0
bottom,Idaho,Nevada,7,7,0,14,0.0
bottom,Idaho,New Hampshire,7,7,1,13,0.07692307692307693
bottom,Idaho,New Jersey,7,9,0,16,0.0
bottom,Idaho,New Mexico,7,7,0,14,0.0
bottom,Idaho,New York,7,9,0,16,0.0
bottom,Idaho,North Carolina,7,9,1,15,0.06666666666666667
bottom,Idaho,North Dakota,7,6,0,13,0.0
bottom,Idaho,Ohio,7,9,0,16,0.0
bottom,Idaho,Oklahoma,7,8,1,14,0.07142857142857142
bottom,Idaho,Oregon,7,8,1,14,0.07142857142857142
bottom,Idaho,Pennsylvania,7,9,0,16,0.0
bottom,Idaho,Rhode Island,7,6,0,13,0.0
bottom,Idaho,South Carolina,7,9,1,15,0.06666666666666667
bottom,Idaho,South Dakota,7,6,0,13,0.0
bottom,Idaho,Tennessee,7,9,0,16,0.0
bottom,Idaho,Texas,7,10,0,17,0.0
bottom,Idaho,Utah,7,8,0,15,0.0
bottom,Idaho,Vermont,7,6,0,13,0.0
bottom,Idaho,Virginia,7,9,0,16,0.0
bottom,Idaho,Washington,7,9,0,16,0.0
bottom,Idaho,West Virginia,7,6,1,12,0.08333333333333333
bottom,Idaho,Wisconsin,7,9,0,16,0.0
bottom,Idaho,Wyoming,7,5,0,12,0.0
bottom,Illinois,Indiana,9,9,0,18,0.0
bottom,Illinois,Iowa,9,8,0,17,0.0
bottom,Illinois,Kansas,9,8,0,17,0.0
bottom,Illinois,Kentucky,9,8,0,17,0.0
bottom,Illinois,Louisiana,9,8,0,17,0.0
bottom,Illinois,Maine,9,6,0,15,0.0
bottom,Illinois,Maryland,9,8,0,17,0.0
bottom,Illinois,Massachusetts,9,8,0,17,0.0
bottom,Illinois,Michigan,9,9,0,18,0.0
bottom,Illinois,Minnesota,9,9,0,18,0.0
bottom,Illinois,Mississippi,9,7,1,15,0.06666666666666667
bottom,Illinois,Missouri,9,9,0,18,0.0
bottom,Illinois,Montana,9,6,0,15,0.0
bottom,Illinois,Nebraska,9,7,0,16,0.0
bottom,Illinois,Nevada,9,7,0,16,0.0
bottom,Illinois,New Hampshire,9,7,0,16,0.0
bottom,Illinois,New Jersey,9,9,1,17,0.058823529411764705
bottom,Illinois,New Mexico,9,7,0,16,0.0
bottom,Illinois,New York,9,9,0,18,0.0
bottom,Illinois,North Carolina,9,9,1,17,0.058823529411764705
bottom,Illinois,North Dakota,9,6,0,15,0.0
bottom,Illinois,Ohio,9,9,0,18,0.0
bottom,Illinois,Oklahoma,9,8,0,17,0.0
bottom,Illinois,Oregon,9,8,0,17,0.0
bottom,Illinois,Pennsylvania,9,9,0,18,0.0
bottom,Illinois,Rhode Island,9,6,1,14,0.07142857142857142
bottom,Illinois,South Carolina,9,9,0,18,0.0
bottom,Illinois,South Dakota,9,6,1,14,0.07142857142857142
bottom,Illinois,Tennessee,9,9,0,18,0.0
bottom,Illinois,Texas,9,10,0,19,0.0
