naics_code,national_industry_title,sector_2d,sector_label,n_states,n_state_industry_slots,mean_seasonal_index,mean_peak_excess,median_peak_excess,in_national_top_percentile,in_national_bottom_percentile,share_states
325110,Petrochemical Manufacturing,32,Mfg-chem,1,1,0.0074475625127427,0.0028098154069239,0.0028098154069239,False,False,0.0196078431372549
621910,Ambulance Services,62,Healthcare,1,1,0.0072982985731207,0.0027315880746519,0.0027315880746519,False,False,0.0196078431372549
221111,Hydroelectric Power Generation,22,Utilities,1,1,0.0067745495267064,0.0016639103905635,0.0016639103905635,False,False,0.0196078431372549
316210,Footwear Manufacturing,31,Mfg-food,1,1,0.0067704260895022,0.0018461654824566,0.0018461654824566,False,False,0.0196078431372549
113310,Logging,11,Agriculture,1,1,0.0066122080056445,0.0018583533541664,0.0018583533541664,False,False,0.0196078431372549
332510,Hardware Manufacturing,33,Mfg-metals,1,1,0.0063718042227242,0.0019922825262781,0.0019922825262781,False,False,0.0196078431372549
337214,Office Furniture (except Wood) Manufacturing,33,Mfg-metals,1,1,0.0061079731655862,0.001676596862997,0.001676596862997,False,False,0.0196078431372549
926110,Administration of General Economic Programs,92,Public admin,1,1,0.006082478499774,0.0014042439522853,0.0014042439522853,False,False,0.0196078431372549
212319,Other Crushed and Broken Stone Mining and Quarrying,21,Mining,1,1,0.005990129381418,0.0016367677430168,0.0016367677430168,False,False,0.0196078431372549
424470,Meat and Meat Product Merchant Wholesalers,42,Wholesale,1,1,0.0059271274115579,0.0012935687959182,0.0012935687959182,False,False,0.0196078431372549
337910,Mattress Manufacturing,33,Mfg-metals,1,1,0.0055309174340371,0.0017132903476564,0.0017132903476564,False,False,0.0196078431372549
325199,All Other Basic Organic Chemical Manufacturing,32,Mfg-chem,1,1,0.0053412829685151,0.0019453242233063,0.0019453242233063,False,False,0.0196078431372549
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,42,Wholesale,1,1,0.0052889015682913,0.0010804403114902,0.0010804403114902,False,False,0.0196078431372549
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,33,Mfg-metals,1,1,0.0052093414714182,0.0016770853495677,0.0016770853495677,False,False,0.0196078431372549
493190,Other Warehousing and Storage,49,Warehousing,1,1,0.0049234354450288,0.0014715869658262,0.0014715869658262,False,False,0.0196078431372549
333912,Air and Gas Compressor Manufacturing,33,Mfg-metals,1,1,0.0047599928295265,0.0014221487857338,0.0014221487857338,False,False,0.0196078431372549
333611,Turbine and Turbine Generator Set Units Manufacturing,33,Mfg-metals,1,1,0.0046409980456477,0.0017557452181193,0.0017557452181193,False,False,0.0196078431372549
334610,Manufacturing and Reproducing Magnetic and Optical Media,33,Mfg-metals,1,1,0.004166037030859,0.001420119207156,0.001420119207156,False,False,0.0196078431372549
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",33,Mfg-metals,1,1,0.0040082940367458,0.0019563013941743,0.0019563013941743,False,False,0.0196078431372549
516210,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",51,Information,1,1,0.0040035088415589,0.0009788576424511,0.0009788576424511,False,False,0.0196078431372549
621610,Home Health Care Services,62,Healthcare,1,1,0.0035490997798174,0.0010446508183736,0.0010446508183736,False,False,0.0196078431372549
611512,Flight Training,61,Education,1,1,0.0033936868114946,0.0016501860483018,0.0016501860483018,False,False,0.0196078431372549
516110,Radio Broadcasting Stations,51,Information,1,1,0.003213661353944,0.0010990546398809,0.0010990546398809,False,False,0.0196078431372549
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,42,Wholesale,1,1,0.0028681099750608,0.001263238918314,0.001263238918314,False,False,0.0196078431372549
