naics_code,sector_2d,sector_label,seasonal_index_early,peak_excess_early,peak_quarter_early,n_excess_obs_early,rank_early,seasonal_index_late,peak_excess_late,peak_quarter_late,n_excess_obs_late,rank_late,seasonal_index_delta,rank_delta,peak_quarter_changed
424590,42,Wholesale trade,0.4095314641773042,0.1484353956837532,4,10,68.0,0.3002495662162639,0.09778676044764457,4,12,99.0,-0.10928189796104026,-31.0,False
561311,56,Administrative & waste services,0.29346673858546324,0.08264706239941585,4,10,106.0,0.1842322909427197,0.046850312246882596,4,12,167.0,-0.10923444764274354,-61.0,False
561312,56,Administrative & waste services,0.22200699066025406,0.07171413565503368,4,10,146.0,0.11288302958267452,0.027522165243428806,4,12,272.0,-0.10912396107757955,-126.0,False
921150,92,Public administration,0.28498763154312495,0.11938462340241292,3,11,114.0,0.17660169979756515,0.06471170054727318,3,13,173.0,-0.1083859317455598,-59.0,False
311313,31,Manufacturing - food/textiles,0.999210354318707,0.3608467146487843,4,10,11.0,0.8930561349368362,0.3056246550367559,4,12,18.0,-0.10615421938187075,-7.0,False
311411,31,Manufacturing - food/textiles,0.4829743300452606,0.1521050837661289,4,10,56.0,0.37902275337483393,0.09378861402625016,4,12,75.0,-0.10395157667042665,-19.0,False
713110,71,"Arts, entertainment & recreation",0.7635762050590387,0.2738569320731799,3,11,32.0,0.6597895060543911,0.21439627232647782,3,13,43.0,-0.10378669900464754,-11.0,False
488310,48,Transportation,0.12350975248245294,0.044600316509332535,4,10,279.0,0.020065548023356996,0.0040666469292845245,1,12,948.0,-0.10344420445909594,-669.0,True
311911,31,Manufacturing - food/textiles,0.22143878401334513,0.08581891886393754,4,10,148.0,0.11823071865479143,0.03343631553035494,4,12,259.0,-0.1032080653585537,-111.0,False
315210,31,Manufacturing - food/textiles,0.1485732585861612,0.04067726102765544,4,10,235.0,0.04755122222319905,0.01388084242064992,4,12,568.0,-0.10102203636296214,-333.0,False
711320,71,"Arts, entertainment & recreation",0.6926824279834758,0.20436681225835668,3,11,34.0,0.5930729293608872,0.15222466260772427,4,12,51.0,-0.09960949862258861,-17.0,True
236116,23,Construction,0.1612856487549332,0.050889304383307785,4,10,216.0,0.06228972335291096,0.013892000312509447,3,13,438.0,-0.09899592540202223,-222.0,True
487210,48,Transportation,0.8734039715487292,0.2883504530795501,4,10,21.0,0.7745660166600175,0.24710397990610256,4,12,28.0,-0.09883795488871172,-7.0,False
336350,33,Manufacturing - metals/machinery,0.135183483768261,0.04565807393097616,4,10,257.0,0.03685440754759104,0.009890719247685956,4,12,706.0,-0.09832907622066997,-449.0,False
541513,54,Professional & technical services,0.14808530861269495,0.05926501650027598,1,10,237.0,0.05118879341802937,0.01530544623103671,4,12,518.0,-0.09689651519466558,-281.0,True
722310,72,Accommodation & food services,0.23175186096701617,0.06046875474026805,4,10,136.0,0.13505759970857406,0.033685979011167995,2,13,230.0,-0.0966942612584421,-94.0,True
237990,23,Construction,0.3325940906558627,0.11232815868550247,4,10,86.0,0.2368304520077416,0.06838549662516219,4,12,133.0,-0.0957636386481211,-47.0,False
561730,56,Administrative & waste services,0.6157026338165085,0.21389036899303307,4,10,43.0,0.5211637310014072,0.16218384243102532,4,12,55.0,-0.09453890281510124,-12.0,False
325315,32,Manufacturing - paper/chemicals,0.15151299776806754,0.026743267575019616,2,11,227.0,0.0585742049861654,0.012723869035983095,4,12,460.0,-0.09293879278190215,-233.0,True
238110,23,Construction,0.3565797914193855,0.11449075481762812,4,10,79.0,0.2662968660143406,0.07412868867193935,4,12,113.0,-0.0902829254050449,-34.0,False
311340,31,Manufacturing - food/textiles,0.2028991507102379,0.07517238382409079,4,10,166.0,0.11435680819116384,0.034847118319742056,4,12,267.0,-0.08854234251907406,-101.0,False
512131,51,Information,0.35145793709678697,0.13502229990027684,3,11,81.0,0.2636386210924866,0.07947991569171432,3,13,118.0,-0.08781931600430037,-37.0,False
325314,32,Manufacturing - paper/chemicals,0.19033717628226088,0.06713119683522001,2,11,179.0,0.10268104232585752,0.02563405783209228,2,13,297.0,-0.08765613395640336,-118.0,False
611691,61,Educational services,0.4121238672109378,0.1110804723247664,2,11,67.0,0.3254689461439286,0.0856746395448926,2,13,89.0,-0.08665492106700923,-22.0,False
721310,72,Accommodation & food services,0.46241646225120553,0.14320544702498894,2,11,59.0,0.3765935510931124,0.1086690006055137,2,13,77.0,-0.08582291115809315,-18.0,False
213114,21,"Mining, quarrying, oil & gas",0.21761260376723102,0.06231228589752173,4,10,151.0,0.13210465666046087,0.03996255871962858,4,12,238.0,-0.08550794710677015,-87.0,False
444240,44,Retail trade - general,0.45385710415230623,0.10855586549900509,4,10,61.0,0.368456682220708,0.07767018253291563,4,12,79.0,-0.08540042193159825,-18.0,False
113210,11,"Agriculture, forestry, fishing",0.6202947590735647,0.17384439133784357,2,10,42.0,0.535534334818726,0.1489444905287499,4,12,52.0,-0.08476042425483865,-10.0,True
238320,23,Construction,0.3275800366950706,0.0999796733856649,4,10,89.0,0.24336404132259537,0.06625917189101918,4,12,129.0,-0.0842159953724752,-40.0,False
238120,23,Construction,0.23719759929450351,0.07309320939271621,4,10,133.0,0.1556680282711317,0.039080964531427974,4,12,200.0,-0.08152957102337183,-67.0,False
236118,23,Construction,0.22676774854440593,0.07360247561600933,4,10,141.0,0.14583225456301566,0.04308806887017086,4,12,210.0,-0.08093549398139027,-69.0,False
238990,23,Construction,0.5553201497391633,0.1958935912907371,4,10,48.0,0.47478817885142194,0.1486777905041815,4,12,60.0,-0.08053197088774139,-12.0,False
339995,33,Manufacturing - metals/machinery,0.10979760950026696,0.035314890337057474,2,11,310.0,0.03015523139696857,0.008003636264809537,4,12,825.0,-0.07964237810329838,-515.0,True
485410,48,Transportation,0.1716790706832629,0.05648486709752893,2,11,197.0,0.09341766579001912,0.035388985134402584,2,13,309.0,-0.07826140489324379,-112.0,False
424910,42,Wholesale trade,0.20709061733793355,0.0611040458074271,3,11,162.0,0.12927016130998578,0.027738551116254024,3,13,245.0,-0.07782045602794777,-83.0,False
483112,48,Transportation,0.1256931197189551,0.044729195309333086,4,10,272.0,0.04863512480803993,0.00987808767906197,2,13,555.0,-0.07705799491091518,-283.0,True
212321,21,"Mining, quarrying, oil & gas",0.3304633552739909,0.11679957004593151,4,10,87.0,0.25397118231499316,0.0797899721077297,4,12,124.0,-0.07649217295899774,-37.0,False
237110,23,Construction,0.251007731913506,0.08315033563653404,4,10,126.0,0.17503213035819035,0.04838015555833364,4,12,177.0,-0.07597560155531566,-51.0,False
561520,56,Administrative & waste services,0.2742993528289774,0.08196498176552236,4,10,118.0,0.19865018912678792,0.04630750104614604,4,12,156.0,-0.07564916370218946,-38.0,False
238130,23,Construction,0.20283136936626042,0.058186004393117406,4,10,167.0,0.12731034256515691,0.031853863497727,4,12,250.0,-0.07552102680110351,-83.0,False
492210,49,Warehousing & couriers,0.10236836098594991,0.03306185769644643,4,10,328.0,0.027474650178148603,0.009375442318995432,4,12,861.0,-0.0748937108078013,-533.0,False
311423,31,Manufacturing - food/textiles,0.28781812965858466,0.088240947544524,4,10,110.0,0.21315016473260584,0.058426754471451674,4,12,146.0,-0.07466796492597882,-36.0,False
238170,23,Construction,0.28137884205604846,0.09718410045339634,4,10,116.0,0.20749303778619857,0.06359869776235942,4,12,149.0,-0.07388580426984989,-33.0,False
713990,71,"Arts, entertainment & recreation",0.9964045603562571,0.3672372043811261,3,11,13.0,0.9229034415275511,0.2885294568770446,3,13,16.0,-0.07350111882870602,-3.0,False
561491,56,Administrative & waste services,0.0819111769491135,0.028670510132185002,2,11,396.0,0.00885650872815434,0.0028197365095914994,2,13,992.0,-0.07305466822095916,-596.0,False
213113,21,"Mining, quarrying, oil & gas",0.10087916047547184,0.036886672346372974,4,10,332.0,0.028180877180574663,0.006174337975096465,2,13,845.0,-0.07269828329489718,-513.0,True
238160,23,Construction,0.26182908018672957,0.08185239813662318,4,10,122.0,0.18952520583602878,0.050399273686040795,4,12,162.0,-0.07230387435070079,-40.0,False
541612,54,Professional & technical services,0.19881219971294883,0.06165674212983484,4,10,171.0,0.12763807911204086,0.03901763986215779,4,12,247.0,-0.07117412060090797,-76.0,False
541191,54,Professional & technical services,0.10183142444710382,0.040084153245714606,4,10,329.0,0.0318205703553472,0.013038230860619046,4,12,795.0,-0.07001085409175661,-466.0,False
311212,31,Manufacturing - food/textiles,0.1757745307221878,0.0668493425239363,4,10,193.0,0.1065395449772428,0.032357755095974695,4,12,286.0,-0.069234985744945,-93.0,False
812990,81,Other services,0.20488699620427087,0.060881340824234555,4,10,164.0,0.13585122821424386,0.0407367898814946,4,12,227.0,-0.069035767990027,-63.0,False
111110,11,"Agriculture, forestry, fishing",0.9684625434048855,0.3308451432404438,4,10,16.0,0.8995350306680306,0.2769733392288953,4,12,17.0,-0.06892751273685482,-1.0,False
237210,23,Construction,0.16066744705502445,0.04942705261968843,4,10,217.0,0.09301329541194223,0.022001442485768834,4,12,310.0,-0.06765415164308222,-93.0,False
213111,21,"Mining, quarrying, oil & gas",0.14932601613434354,0.055514106671818754,4,10,232.0,0.08182928633165291,0.02652859679971997,2,13,347.0,-0.06749672980269063,-115.0,True
238310,23,Construction,0.15070564693077979,0.04333502534911511,4,10,229.0,0.0840583950885443,0.018715184969436704,4,12,338.0,-0.06664725184223548,-109.0,False
611430,61,Educational services,0.1994005514871728,0.07096858841422433,3,11,170.0,0.13285616438348455,0.03696434424799389,3,13,236.0,-0.06654438710368826,-66.0,False
541890,54,Professional & technical services,0.09963520473127824,0.031376784515413994,4,10,334.0,0.03316974835980346,0.007141895984401583,4,12,770.0,-0.06646545637147477,-436.0,False
336370,33,Manufacturing - metals/machinery,0.11320528248425339,0.04320154533340533,4,10,304.0,0.046838891694584446,0.009833804133210897,4,12,574.0,-0.06636639078966894,-270.0,False
713950,71,"Arts, entertainment & recreation",0.23539004730934365,0.08637274478834893,2,11,135.0,0.17018899610628946,0.04752294853123081,2,12,181.0,-0.0652010512030542,-46.0,False
562910,56,Administrative & waste services,0.20668358695145916,0.06509745446953552,3,11,163.0,0.14204828154160526,0.034021208692956856,3,13,217.0,-0.0646353054098539,-54.0,False
523940,52,Finance & insurance,0.11925883940672646,0.0440561415629523,4,10,291.0,0.0552063911679083,0.017328735133462624,4,12,485.0,-0.06405244823881817,-194.0,False
611692,61,Educational services,0.1647725305557316,0.038926104213293664,4,10,208.0,0.10099541283186667,0.02569155870526799,3,13,299.0,-0.06377711772386493,-91.0,True
488991,48,Transportation,0.13711600630235438,0.04130544578201338,4,10,254.0,0.07396742447748694,0.011537875884682346,3,13,383.0,-0.06314858182486743,-129.0,True
561431,56,Administrative & waste services,0.09222787622633052,0.03358951560973035,4,10,360.0,0.029352232587191718,0.0074899010605036015,3,13,835.0,-0.0628756436391388,-475.0,True
512240,51,Information,0.26926193883213567,0.08365893635880021,4,10,120.0,0.20677929445567872,0.06355220118640013,4,12,151.0,-0.06248264437645695,-31.0,False
212311,21,"Mining, quarrying, oil & gas",0.3106871662073278,0.09846229009048077,4,10,97.0,0.2484039654709044,0.07254774680698782,4,12,127.0,-0.06228320073642338,-30.0,False
441120,44,Retail trade - general,0.09923287936261214,0.02434636014886109,4,10,336.0,0.03708031902161643,0.007222718584302061,4,12,700.0,-0.06215256034099571,-364.0,False
722514,72,Accommodation & food services,0.12661604550447306,0.024844689776745133,2,11,270.0,0.06447843674256103,0.017082533230089222,3,13,422.0,-0.06213760876191203,-152.0,True
237310,23,Construction,0.43896228208265514,0.14741821761442397,4,10,64.0,0.3790354325525389,0.1121735333300433,4,12,74.0,-0.05992684953011623,-10.0,False
481219,48,Transportation,0.11772292438903008,0.03553339848317667,3,11,296.0,0.05847025526918713,0.014439540361792806,4,12,461.0,-0.05925266911984295,-165.0,True
533110,53,Real estate,0.11220871161653759,0.034075344576595265,4,10,305.0,0.05385224201000626,0.012743799565337069,4,12,493.0,-0.058356469606531326,-188.0,False
336340,33,Manufacturing - metals/machinery,0.0922394171621413,0.034134440491850146,4,10,359.0,0.035551863642366045,0.005584567623158978,3,13,728.0,-0.05668755351977526,-369.0,True
238350,23,Construction,0.1469568755388205,0.04553736734129387,4,10,240.0,0.09039418235131601,0.023077093142480416,3,13,317.0,-0.056562693187504495,-77.0,True
311352,31,Manufacturing - food/textiles,0.1593344401370454,0.058107781071553274,4,10,220.0,0.10320030350625287,0.03782407581320816,4,12,295.0,-0.05613413663079253,-75.0,False
424460,42,Wholesale trade,0.13008689596718734,0.04486840667486999,3,11,264.0,0.07401679373262658,0.022765982361673254,4,12,381.0,-0.056070102234560756,-117.0,True
541930,54,Professional & technical services,0.12007795879893923,0.02973602489347103,4,10,287.0,0.06503502889087838,0.014606265221705448,4,12,419.0,-0.05504292990806085,-132.0,False
485119,48,Transportation,0.08015956210733977,0.0325203924823747,3,11,404.0,0.025653179486259087,0.005477128757202343,4,12,893.0,-0.05450638262108068,-489.0,True
441210,44,Retail trade - general,0.12449031103242635,0.027908574482756347,4,10,274.0,0.07001815082603241,0.01164451775637677,3,13,398.0,-0.054472160206393935,-124.0,True
115116,11,"Agriculture, forestry, fishing",0.7812343872365405,0.24474071100810094,4,10,27.0,0.7275474704352451,0.1836625597316994,4,11,34.0,-0.05368691680129534,-7.0,False
315250,31,Manufacturing - food/textiles,0.061607299745633025,0.014070126952611705,4,10,495.0,0.007926080876329655,0.002109127789140544,3,13,994.0,-0.05368121886930337,-499.0,True
611210,61,Educational services,0.3165994624506212,0.10331221511572623,2,11,93.0,0.2630219818361856,0.07607970892275431,2,13,119.0,-0.053577480614435624,-26.0,False
485999,48,Transportation,0.0869969521184518,0.015213958151035576,4,10,381.0,0.03363962275140802,0.01128202540528899,4,12,762.0,-0.053357329367043786,-381.0,False
713290,71,"Arts, entertainment & recreation",0.07954760105821382,0.014380513502238474,4,10,410.0,0.02625920053278127,0.00794632428896649,3,13,885.0,-0.053288400525432544,-475.0,True
812922,81,Other services,0.15218701374101423,0.040944436364141766,4,10,226.0,0.09912757769204711,0.03518217757071916,4,12,303.0,-0.053059436048967124,-77.0,False
621330,62,Health care & social assistance,0.119676312394171,0.03532946894112769,4,10,288.0,0.06688392340493947,0.013991511669614412,4,12,409.0,-0.052792388989231526,-121.0,False
335921,33,Manufacturing - metals/machinery,0.0819129005869836,0.027533020790875506,4,10,395.0,0.02960767924238174,0.007285388886740884,3,13,831.0,-0.05230522134460186,-436.0,True
111411,11,"Agriculture, forestry, fishing",0.07237720529771212,0.021671851091001493,4,10,438.0,0.02040008922537912,0.005789400745032784,3,13,947.0,-0.051977116072333,-509.0,True
424480,42,Wholesale trade,0.1830261259952383,0.03955931601574354,4,10,186.0,0.1321541162786103,0.02457508537453244,4,12,237.0,-0.050872009716628,-51.0,False
113310,11,"Agriculture, forestry, fishing",0.12397606948418824,0.05114132612226252,4,10,276.0,0.07317089181784113,0.025354887134298777,4,12,387.0,-0.05080517766634711,-111.0,False
112511,11,"Agriculture, forestry, fishing",0.23623879322018265,0.05086043260593341,4,10,134.0,0.1855028353895195,0.03765325883570638,4,12,165.0,-0.05073595783066315,-31.0,False
238190,23,Construction,0.2110636893719063,0.06184621058198906,4,10,155.0,0.16077657367526882,0.04355090159528058,4,12,192.0,-0.05028711569663749,-37.0,False
541613,54,Professional & technical services,0.16595342590709994,0.054280376721236666,4,10,204.0,0.11578810424231427,0.03663624774948287,4,12,262.0,-0.05016532166478567,-58.0,False
312130,31,Manufacturing - food/textiles,0.4228818739614114,0.14645783658005307,4,10,65.0,0.37336875262921326,0.11717588720012599,4,12,78.0,-0.04951312133219815,-13.0,False
322299,32,Manufacturing - paper/chemicals,0.09046857997889013,0.028095618160426956,4,10,366.0,0.04102041960681746,0.010906851678137736,3,13,647.0,-0.04944816037207267,-281.0,True
112920,11,"Agriculture, forestry, fishing",0.16396898408703844,0.03904639714310985,4,10,211.0,0.11459826018451072,0.021393307253769953,4,12,265.0,-0.049370723902527724,-54.0,False
811198,81,Other services,0.08649200154522642,0.02418264975781675,3,11,383.0,0.03775639273047951,0.008212547478012746,4,12,691.0,-0.04873560881474691,-308.0,True
721110,72,Accommodation & food services,0.15696718973247328,0.043155703529047094,3,11,222.0,0.10870045998975568,0.02686898651154146,3,13,280.0,-0.048266729742717604,-58.0,False
112410,11,"Agriculture, forestry, fishing",0.3124214885453302,0.08674975360403969,4,10,95.0,0.2642236642259176,0.06922410505297395,4,12,117.0,-0.04819782431941261,-22.0,False
811420,81,Other services,0.09953075412788542,0.031113418454566045,4,10,335.0,0.05204453828747714,0.016009008126578697,4,12,509.0,-0.04748621584040828,-174.0,False
238140,23,Construction,0.36304607422190044,0.11935556115594928,4,10,77.0,0.31599842479728124,0.09506313160853312,4,12,94.0,-0.0470476494246192,-17.0,False
236115,23,Construction,0.2046967575559538,0.06700788341335961,4,10,165.0,0.15771002156079708,0.0454667228704466,4,12,198.0,-0.04698673599515671,-33.0,False
712120,71,"Arts, entertainment & recreation",0.3040269129797896,0.09648961709738788,4,10,100.0,0.2571045602347409,0.07788928454092543,4,12,121.0,-0.046922352745048745,-21.0,False
562998,56,Administrative & waste services,0.089925220201082,0.02111965962820431,4,10,369.0,0.043622773995591176,0.011538700877522057,3,13,607.0,-0.04630244620549082,-238.0,True
238390,23,Construction,0.12383097261117461,0.04311915678574925,4,10,277.0,0.07795164440167457,0.024543726529758402,4,12,364.0,-0.04587932820950004,-87.0,False
624229,62,Health care & social assistance,0.10871032162915464,0.04170984553195373,3,11,313.0,0.06288855626871705,0.02384203961279211,3,13,430.0,-0.0458217653604376,-117.0,False
333992,33,Manufacturing - metals/machinery,0.08122045836606617,0.029931941673617193,3,11,398.0,0.03568592742904601,0.009342709500372106,3,13,722.0,-0.04553453093702016,-324.0,False
493120,49,Warehousing & couriers,0.09569813327076451,0.02758230138483416,4,10,345.0,0.051567641292292375,0.008714856599580502,4,12,513.0,-0.04413049197847214,-168.0,False
513199,51,Information,0.1015322715942548,0.024050450765111694,2,11,330.0,0.057682113867036484,0.010472205000308535,4,12,465.0,-0.04385015772721832,-135.0,True
332420,33,Manufacturing - metals/machinery,0.07738319657945031,0.029157540553034413,2,11,417.0,0.033908456369770475,0.008725342110504167,3,13,758.0,-0.043474740209679834,-341.0,True
522310,52,Finance & insurance,0.12858243529348018,0.039943818008794804,4,10,268.0,0.0853681305971301,0.02614398839015933,4,12,333.0,-0.043214304696350084,-65.0,False
541690,54,Professional & technical services,0.19831597375152926,0.06891736081559038,4,10,172.0,0.15572169046508333,0.04589298862560195,4,12,199.0,-0.04259428328644593,-27.0,False
926150,92,Public administration,0.08986047374716764,0.035985417759495826,3,11,371.0,0.04731894277635049,0.015129816893903723,3,13,569.0,-0.04254153097081716,-198.0,False
325312,32,Manufacturing - paper/chemicals,0.09206572180144927,0.033418140680189896,3,11,363.0,0.049787264452608344,0.011528980516410686,1,12,530.0,-0.04227845734884093,-167.0,True
327320,32,Manufacturing - paper/chemicals,0.16491122021506655,0.05428131124499767,4,10,206.0,0.12313241351506077,0.03255502802873265,4,12,253.0,-0.04177880670000578,-47.0,False
621399,62,Health care & social assistance,0.12016257191394546,0.034349564929854616,4,10,286.0,0.07843019172084663,0.02361089856479028,4,12,362.0,-0.04173238019309883,-76.0,False
541211,54,Professional & technical services,0.19691587754141823,0.05064953468709514,2,11,174.0,0.15550741470695245,0.033205542503606585,2,13,201.0,-0.04140846283446578,-27.0,False
484220,48,Transportation,0.2244201808845936,0.07898843700004084,4,10,143.0,0.1839740215279856,0.057764164119685345,4,12,168.0,-0.040446159356608,-25.0,False
517810,51,Information,0.07594747740464627,0.028717311705664904,4,10,423.0,0.03558073645388231,0.009148051625072673,4,12,727.0,-0.040366740950763966,-304.0,False
812930,81,Other services,0.06595756213992827,0.014456682204816747,3,11,472.0,0.0265284165707075,0.007911239024408878,2,13,880.0,-0.03942914556922077,-408.0,True
327331,32,Manufacturing - paper/chemicals,0.09649325839596744,0.026275534795424948,4,10,342.0,0.05707206765636468,0.010188260093166255,4,12,470.0,-0.039421190739602756,-128.0,False
444230,44,Retail trade - general,0.11961940268981357,0.024234020571286995,4,10,290.0,0.08041902607929395,0.01622733390297718,3,13,351.0,-0.039200376610519616,-61.0,True
621310,62,Health care & social assistance,0.091372963429785,0.02597217994447428,4,10,365.0,0.052200769954006326,0.012654929294620526,4,12,506.0,-0.039172193475778674,-141.0,False
713910,71,"Arts, entertainment & recreation",0.767923255289896,0.2516872186239157,4,10,31.0,0.7289459472658971,0.20711421765546634,4,12,33.0,-0.0389773080239989,-2.0,False
532420,53,Real estate,0.10736014836798853,0.031216556889122803,4,10,316.0,0.06849532701022862,0.015031190710926727,4,12,402.0,-0.03886482135775991,-86.0,False
522292,52,Finance & insurance,0.07368444528663598,0.023237610242864533,4,10,430.0,0.03482838906231891,0.00993008283687183,4,12,739.0,-0.03885605622431707,-309.0,False
321114,32,Manufacturing - paper/chemicals,0.07663108151825392,0.02091656798775945,3,11,421.0,0.0377792686065683,0.01236088812150739,3,13,690.0,-0.038851812911685615,-269.0,False
523991,52,Finance & insurance,0.2574632620472195,0.08414933948712358,4,9,124.0,0.21913536559483882,0.047439993354472944,3,13,143.0,-0.03832789645238066,-19.0,True
562112,56,Administrative & waste services,0.06911812912844105,0.014519965324062205,3,11,458.0,0.031142905018840705,0.008483160787941802,3,13,811.0,-0.037975224109600345,-353.0,False
812320,81,Other services,0.08093239642646732,0.020920762532653656,3,11,400.0,0.04315448084521644,0.01575598004705597,3,13,614.0,-0.03777791558125088,-214.0,False
611699,61,Educational services,0.3156169147568687,0.10279016884072076,3,11,94.0,0.2781055904987006,0.10508130978010823,3,13,109.0,-0.03751132425816811,-15.0,False
486210,48,Transportation,0.060889446422688134,0.01929229510157377,1,10,499.0,0.023730717021270942,0.006099370718691638,4,12,912.0,-0.03715872940141719,-413.0,True
488999,48,Transportation,0.05792778450628117,0.01479407346410046,4,10,523.0,0.02094257633101324,0.004088826156169728,3,13,945.0,-0.03698520817526793,-422.0,True
532412,53,Real estate,0.07051856268294274,0.019342985004895605,4,10,451.0,0.03358705640256041,0.0076765640429916964,4,12,763.0,-0.036931506280382324,-312.0,False
532112,53,Real estate,0.06726413179833393,0.019208269217679364,4,10,467.0,0.030599660817621725,0.009491377483009754,4,12,819.0,-0.03666447098071221,-352.0,False
485991,48,Transportation,0.05995400792919175,0.012958264996859396,3,11,509.0,0.02350705063668396,0.0070353368086396645,3,13,918.0,-0.036446957292507784,-409.0,False
333921,33,Manufacturing - metals/machinery,0.06934150201824861,0.021359841158828205,3,11,456.0,0.0331785593821391,0.011572221238285356,3,13,769.0,-0.03616294263610951,-313.0,False
327310,32,Manufacturing - paper/chemicals,0.059330224722891386,0.018611512538082145,3,11,514.0,0.023447852737415856,0.0075815191970608625,3,13,919.0,-0.03588237198547553,-405.0,False
236117,23,Construction,0.11145240671107576,0.03589462511857564,4,10,308.0,0.07578794457133627,0.019830948191786307,4,12,373.0,-0.03566446213973949,-65.0,False
541214,54,Professional & technical services,0.3860790936260562,0.11530099652166244,4,10,72.0,0.35062102002251777,0.10651724500547176,4,12,83.0,-0.03545807360353842,-11.0,False
812310,81,Other services,0.08829213005703655,0.01695677095569411,4,10,376.0,0.052902540168964375,0.010358251957916146,3,13,499.0,-0.03538958988807218,-123.0,True
611511,61,Educational services,0.05218434692841073,0.010916289284113806,4,10,569.0,0.016810339667221827,0.005516639457655677,3,13,969.0,-0.0353740072611889,-400.0,True
213115,21,"Mining, quarrying, oil & gas",0.1248878294366819,0.03487630497657836,4,10,273.0,0.08958495665794249,0.03166817991162312,4,12,323.0,-0.03530287277873942,-50.0,False
445132,44,Retail trade - general,0.07123030523555528,0.018463505539312575,4,10,444.0,0.03653240459273402,0.008598649189354537,3,13,715.0,-0.03469790064282126,-271.0,True
561320,56,Administrative & waste services,0.3277916591481106,0.09440067290537747,4,7,88.0,0.29387727752210013,0.07113536319897193,4,11,101.0,-0.03391438162601046,-13.0,False
722511,72,Accommodation & food services,0.16412468763323962,0.05284370758508747,3,11,209.0,0.1303441442208829,0.04698547859688389,3,13,242.0,-0.03378054341235673,-33.0,False
311213,31,Manufacturing - food/textiles,0.08628019937874849,0.025984296721583353,3,11,384.0,0.052862818073527475,0.021700621112114085,3,13,500.0,-0.03341738130522102,-116.0,False
311512,31,Manufacturing - food/textiles,0.08183451638794276,0.02265450920989028,3,11,397.0,0.04852242988655903,0.009338028706717018,3,13,557.0,-0.033312086501383724,-160.0,False
561740,56,Administrative & waste services,0.1369190052790933,0.038443207675264955,4,10,255.0,0.10433844660677974,0.025585087721855127,4,12,291.0,-0.03258055867231355,-36.0,False
621210,62,Health care & social assistance,0.06059291447654535,0.013962221017280585,4,10,505.0,0.028092737595646983,0.007395924218707485,3,13,847.0,-0.03250017688089837,-342.0,True
551112,55,Management of companies,0.10978107461538787,0.04285640071932671,4,10,311.0,0.07743405170960525,0.025263244438090564,4,12,366.0,-0.03234702290578262,-55.0,False
423320,42,Wholesale trade,0.10804719353308477,0.0333875930840303,4,10,315.0,0.07582583057841383,0.018009251094566674,4,12,372.0,-0.03222136295467094,-57.0,False
236220,23,Construction,0.12175332083455821,0.035184969443680304,4,10,281.0,0.08967119522965189,0.02142284908330748,4,12,321.0,-0.03208212560490632,-40.0,False
541420,54,Professional & technical services,0.09318570540369159,0.039127965944166884,4,10,354.0,0.06118730677000113,0.017849454506914757,4,12,443.0,-0.03199839863369046,-89.0,False
339116,33,Manufacturing - metals/machinery,0.04281087479706685,0.010228081740768299,4,10,654.0,0.010935110173014068,0.0027378147786814313,4,12,988.0,-0.03187576462405278,-334.0,False
445131,44,Retail trade - general,0.12635752385006735,0.029698437718933046,3,11,271.0,0.09514628533439748,0.02485362143088725,3,13,306.0,-0.03121123851566987,-35.0,False
323113,32,Manufacturing - paper/chemicals,0.08349637821829632,0.019821669072946465,3,11,392.0,0.052731820998698935,0.015356625342069882,3,13,502.0,-0.030764557219597387,-110.0,False
488320,48,Transportation,0.17154186222778461,0.0565693593757157,4,10,198.0,0.140851507208999,0.028885475817621464,4,12,220.0,-0.030690355018785614,-22.0,False
488490,48,Transportation,0.06876103397551238,0.020262916326233706,3,11,459.0,0.03841331268782473,0.008471336609384381,4,12,682.0,-0.030347721287687646,-223.0,True
611110,61,Educational services,0.21457034194222607,0.0763658217495245,2,11,153.0,0.18427075668929885,0.05740406897957095,2,13,166.0,-0.030299585252927225,-13.0,False
445292,44,Retail trade - general,0.19210498759847758,0.06705914767252938,4,10,178.0,0.16210219698340111,0.040091548877805874,1,12,189.0,-0.030002790615076463,-11.0,True
811191,81,Other services,0.1456492055011873,0.04761650202025125,3,11,243.0,0.11591784072360903,0.03623072888543689,3,13,261.0,-0.029731364777578262,-18.0,False
541720,54,Professional & technical services,0.14528224112258506,0.049795942224883566,3,11,244.0,0.11568951193464792,0.040640560644790505,3,13,263.0,-0.029592729187937136,-19.0,False
811490,81,Other services,0.17432889112617922,0.04930577952269742,4,10,194.0,0.1450441702923443,0.038627728016095514,4,12,212.0,-0.029284720833834932,-18.0,False
522291,52,Finance & insurance,0.05900378545514281,0.017954695002435763,4,10,519.0,0.029890394383804923,0.006192397897705788,4,12,829.0,-0.029113391071337886,-310.0,False
111191,11,"Agriculture, forestry, fishing",0.9895883673021,0.3373478054457322,4,10,14.0,0.9606042693288158,0.30629176002890807,4,12,14.0,-0.028984097973284162,0.0,False
811122,81,Other services,0.07688726123878117,0.020250999401993264,4,10,419.0,0.048365365057582224,0.013413947755861669,3,13,559.0,-0.02852189618119895,-140.0,True
314999,31,Manufacturing - food/textiles,0.06719517007457243,0.018858983229270272,4,10,468.0,0.038955389092094075,0.007953896555023602,3,13,671.0,-0.028239780982478355,-203.0,True
