naics_code,sector_2d,sector_label,seasonal_index_early,peak_excess_early,peak_quarter_early,n_excess_obs_early,rank_early,seasonal_index_late,peak_excess_late,peak_quarter_late,n_excess_obs_late,rank_late,seasonal_index_delta,rank_delta,peak_quarter_changed
611610,61,Educational services,0.3676000942245445,0.10734397168741702,2,11,76.0,0.23341396924970262,0.0566987229128295,2,13,135.0,-0.13418612497484186,-59.0,False
541320,54,Professional & technical services,0.4439807231138354,0.14884565351419815,4,10,63.0,0.3121706792770795,0.09327421814178795,4,12,97.0,-0.13181004383675593,-34.0,False
221114,22,Utilities,0.1521894300071203,0.043855788171873106,2,11,225.0,0.026330424504297806,0.009313007781813418,4,12,884.0,-0.12585900550282247,-659.0,True
111930,11,"Agriculture, forestry, fishing",0.26498437840966915,0.08434527387010768,4,10,121.0,0.14161004804727367,0.02692969627501302,4,12,219.0,-0.12337433036239548,-98.0,False
721199,72,Accommodation & food services,0.6060826046279324,0.2043128321762947,3,11,45.0,0.48452471670400543,0.13831037299163013,3,13,59.0,-0.12155788792392697,-14.0,False
115114,11,"Agriculture, forestry, fishing",0.8597621529489953,0.19093687408036858,4,10,23.0,0.74137822757801,0.14722996727851084,4,12,32.0,-0.1183839253709853,-9.0,False
114119,11,"Agriculture, forestry, fishing",0.5370231798139888,0.14695668025797176,1,5,49.0,0.42170455177583344,0.13955383435587,4,10,65.0,-0.1153186280381554,-16.0,True
512290,51,Information,0.29520821810012954,0.0956149560471362,4,10,104.0,0.18004568591806425,0.04382673788277796,4,12,171.0,-0.11516253218206529,-67.0,False
485510,48,Transportation,0.17715361056816425,0.047390406034802636,4,10,191.0,0.06334519627645566,0.017190304429350555,4,12,427.0,-0.1138084142917086,-236.0,False
238910,23,Construction,0.33683815855585697,0.11455750103035207,4,10,84.0,0.22643191806239285,0.06727936332422614,4,12,140.0,-0.11040624049346412,-56.0,False
311422,31,Manufacturing - food/textiles,0.14857742531196905,0.05835385511168051,4,10,234.0,0.03897814030708008,0.010070942947867697,4,12,670.0,-0.10959928500488897,-436.0,False
