state_name,sector_label,excessQ4
Minnesota,Public admin,0.00579762162275023
Minnesota,Real estate,0.052753332689370304
Minnesota,Retail-gen,0.04850625513479986
Minnesota,Retail-spec,0.0296823572138834
Minnesota,Transportation,0.04514410229892962
Minnesota,Utilities,0.026254481154833757
Minnesota,Warehousing,0.05633398267677132
Minnesota,Wholesale,0.021247724599354978
Mississippi,Accommodation/food,-0.011998888795278714
Mississippi,Admin/waste,0.020968269038712614
Mississippi,Agriculture,0.13261310342142876
Mississippi,Arts/entertain,-0.001569752400703483
Mississippi,Construction,0.033813145941042934
Mississippi,Education,0.01392512988942628
Mississippi,Finance,0.017719320068283008
Mississippi,Healthcare,-0.0006355458945653004
Mississippi,Information,0.01273944630006887
Mississippi,Management,0.0032206349953665518
Mississippi,Mfg-chem,-0.0044162448339030574
Mississippi,Mfg-food,0.02471194017782498
Mississippi,Mfg-metals,-0.006741148884765733
Mississippi,Mining,0.0032160995052973695
Mississippi,Other services,0.00275464264666257
Mississippi,Prof services,0.03177248077921906
Mississippi,Public admin,-0.014010726691959238
Mississippi,Real estate,0.025090609335954268
Mississippi,Retail-gen,0.0108460052489584
Mississippi,Retail-spec,2.4780889852121215e-05
Mississippi,Transportation,0.019106257976257195
Mississippi,Utilities,-0.004441289923226722
Mississippi,Warehousing,0.05981005484248554
Mississippi,Wholesale,0.0034600991036413766
Missouri,Accommodation/food,0.05543730878034358
Missouri,Admin/waste,0.020674973022132382
Missouri,Agriculture,0.09092837687982085
Missouri,Arts/entertain,0.12451131041194836
Missouri,Construction,0.057223200570310696
Missouri,Education,0.011715764469358585
Missouri,Finance,0.009908309359831956
Missouri,Healthcare,0.0034877315482889125
Missouri,Information,0.015811629550863553
Missouri,Management,0.013420252186307068
Missouri,Mfg-chem,0.002615653850847824
Missouri,Mfg-food,0.015267271753977775
Missouri,Mfg-metals,-0.003506137456640932
Missouri,Mining,0.013734194500043446
Missouri,Other services,0.007253980489301471
Missouri,Prof services,0.02689145414239959
Missouri,Public admin,-0.00428840688963559
Missouri,Real estate,0.032051137550022
Missouri,Retail-gen,0.030426688094656835
Missouri,Retail-spec,0.011223359103779822
Missouri,Transportation,0.02608161418157447
Missouri,Utilities,-0.013719207677157666
Missouri,Warehousing,0.0333183024585148
Missouri,Wholesale,0.0063715673521587465
Montana,Accommodation/food,0.03624094224429699
Montana,Admin/waste,0.04269320156081291
Montana,Agriculture,0.17699986702744058
Montana,Arts/entertain,0.021726532894402354
Montana,Construction,0.15388104655581125
Montana,Education,-0.012102813278000342
Montana,Finance,0.025387267787180662
Montana,Healthcare,0.002647108142247888
Montana,Information,0.012734314556119994
Montana,Management,0.011935673165019811
Montana,Mfg-chem,0.007451515122501503
Montana,Mfg-food,0.04795273671843055
Montana,Mfg-metals,0.0003027132216682394
Montana,Mining,0.06571475669360795
Montana,Other services,0.013455081585693016
Montana,Prof services,0.06190634750447195
Montana,Public admin,0.002371283513408748
Montana,Real estate,0.05349030315646252
Montana,Retail-gen,0.03287358548768578
Montana,Retail-spec,0.01084448765281103
Montana,Transportation,0.015073346617982321
Montana,Utilities,0.026260460100279142
Montana,Warehousing,0.02001345715358252
Montana,Wholesale,0.019094041311614216
Nebraska,Accommodation/food,0.03470431125306673
Nebraska,Admin/waste,0.03318576814177686
Nebraska,Agriculture,0.1685486775337363
Nebraska,Arts/entertain,0.050463439437414576
Nebraska,Construction,0.09254710586524642
Nebraska,Education,-0.015761733239196468
Nebraska,Finance,0.013390089105548422
Nebraska,Healthcare,0.005089157242373581
Nebraska,Information,0.015322124345220582
Nebraska,Management,0.03086728597170038
Nebraska,Mfg-chem,0.007606971883811812
Nebraska,Mfg-food,0.009259832409821688
Nebraska,Mfg-metals,0.00016149741933103382
Nebraska,Mining,0.03799293222462719
Nebraska,Other services,0.014553091374808933
Nebraska,Prof services,0.03778433150060335
Nebraska,Public admin,-0.00337278593127044
Nebraska,Real estate,0.03423443527032575
Nebraska,Retail-gen,0.007843979466874642
Nebraska,Retail-spec,0.01399844779248676
Nebraska,Transportation,0.02070179092308435
Nebraska,Utilities,-0.013176697713044161
Nebraska,Warehousing,0.07374584109886362
Nebraska,Wholesale,0.009241105793291886
Nevada,Accommodation/food,0.03606309492235586
Nevada,Admin/waste,0.020090337730393253
Nevada,Agriculture,0.0999336370025812
Nevada,Arts/entertain,0.03421407347561125
Nevada,Construction,0.04039633594205992
Nevada,Education,0.005390058391103549
Nevada,Finance,0.032099759437228995
Nevada,Healthcare,0.005857573464367543
Nevada,Information,0.03133295056192169
Nevada,Management,-0.0026061085097994533
Nevada,Mfg-chem,0.0026785213440467036
Nevada,Mfg-food,0.013334690677214328
Nevada,Mfg-metals,0.00023158940135425607
Nevada,Mining,0.033193327966941626
Nevada,Other services,0.020199359667051286
Nevada,Prof services,0.037550335357932514
