state_name,sector_label,peak_excess
Kentucky,Utilities,0.01846780496083938
Kentucky,Warehousing,0.054532992487719555
Kentucky,Wholesale,0.02958198198595378
Louisiana,Accommodation/food,0.05347285142157635
Louisiana,Admin/waste,0.0411373477634072
Louisiana,Agriculture,0.131776537986201
Louisiana,Arts/entertain,0.13159625474518316
Louisiana,Construction,0.03503798298447196
Louisiana,Education,0.0706263486492974
Louisiana,Finance,0.03694191514083953
Louisiana,Healthcare,0.022919245030640283
Louisiana,Information,0.04054696799740351
Louisiana,Management,0.04371192912603707
Louisiana,Mfg-chem,0.028565868884114595
Louisiana,Mfg-food,0.07383640254502348
Louisiana,Mfg-metals,0.04065325390998429
Louisiana,Mining,0.02581053419142453
Louisiana,Other services,0.05194429069239237
Louisiana,Prof services,0.05100754133860868
Louisiana,Public admin,0.036924749947739866
Louisiana,Real estate,0.03598616437535519
Louisiana,Retail-gen,0.03949763129587772
Louisiana,Retail-spec,0.04050422955050086
Louisiana,Transportation,0.029990346745693456
Louisiana,Utilities,0.03782619754343951
Louisiana,Warehousing,0.07311835174803076
